26,17,5,0,0,0,6,103,0,0,0,0,0,0,0,0,0,11,49,78,126,179,247,261,265,301,343,337,370,417,409,419,495,523,656,865,997,4900,308,220,121,44,7,0,0,0,1060,378,378,444,471,488,512,475,438,309,137,0,0,0,0,0,0,0,0,239
21,4,0,14,0,4,19,134,0,0,0,0,0,0,0,0,0,25,49,75,119,157,232,277,287,290,345,332,350,406,398,423,507,508,571,740,816,5468,262,196,89,33,19,7,0,0,1277,427,448,494,494,510,492,417,314,202,77,9,0,0,0,0,0,0,0,207
8,0,10,45,4,16,30,168,0,0,0,0,0,0,0,0,0,19,55,68,105,129,169,247,285,293,348,361,372,420,405,416,486,538,566,699,786,6023,233,160,99,88,145,230,424,792,1540,495,517,539,515,500,436,341,244,157,62,19,5,0,0,0,0,19,53,171
2,35,62,142,7,27,46,242,256,0,0,0,0,0,0,0,8,22,61,80,118,153,180,231,264,295,324,371,383,390,425,422,471,527,593,658,731,6516,199,168,182,213,330,457,668,907,1049,556,530,494,466,429,348,270,197,125,52,31,13,0,0,0,0,21,39,81
0,9,0,163,3,23,0,0,276,0,0,0,0,0,0,217,546,891,1233,1548,1857,2133,2418,2704,2985,3284,3567,3877,4208,4517,4858,5152,5507,5863,6219,6641,7126,0,10508,10080,9594,9074,8526,7907,7224,6528,5768,4993,4452,3960,3459,2945,2454,1970,1521,1112,783,565,387,224,0,0,0,5,35,29
0,0,0,183,6,43,0,0,307,8,0,0,0,0,0,422,619,629,573,528,451,374,312,268,232,223,205,204,194,193,200,179,168,131,105,136,193,7798,602,722,802,832,825,789,645,510,468,472,450,450,483,490,523,533,536,484,354,249,246,456,45,15,0,0,9,0
0,0,0,207,8,62,39,36,367,12,0,0,0,0,502,889,780,621,504,434,336,261,215,204,198,198,189,173,154,182,164,120,85,62,58,109,215,7367,462,599,746,839,885,882,743,513,460,454,439,407,433,444,488,494,516,532,436,256,0,383,19,9,0,0,0,0
0,0,122,223,7,46,55,65,412,0,0,0,0,590,964,763,559,433,340,277,200,155,161,167,159,150,142,128,114,175,92,53,26,25,36,141,294,7007,309,425,591,777,925,1025,925,511,444,421,408,383,386,386,434,467,512,601,599,502,0,352,5,0,0,0,0,0
0,0,200,126,10,36,55,83,469,250,0,1123,1137,1151,706,503,348,277,195,160,131,118,119,124,123,117,100,88,66,92,0,0,0,0,8,223,431,6677,210,260,376,567,816,1094,1277,558,458,408,397,365,349,355,371,378,434,526,677,1002,717,672,0,0,0,6,0,0
503,426,363,104,8,63,139,248,547,879,959,1109,0,0,268,268,210,149,120,104,91,88,95,105,93,96,63,39,24,38,0,0,0,0,0,434,600,6306,107,122,169,269,501,947,1921,662,515,396,401,357,320,301,300,276,301,318,344,501,748,1269,1117,1005,895,793,679,584
109,91,55,30,6,26,51,74,82,96,118,122,0,0,483,229,126,78,57,53,57,48,58,85,54,31,0,0,0,0,0,0,0,93,280,875,738,5934,48,39,34,18,0,0,1548,776,574,374,407,387,346,337,300,253,249,221,189,206,274,284,182,171,158,145,130,114
77,71,50,20,3,27,45,60,70,94,95,97,117,455,469,0,0,0,5,11,24,25,48,36,0,0,0,0,0,0,0,0,0,179,306,1118,551,5512,29,20,16,14,0,0,1129,949,689,368,359,347,316,311,300,279,242,209,147,104,204,376,177,171,161,132,119,88
79,61,51,18,1,24,32,54,59,78,74,83,129,310,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,114,341,404,957,0,5193,7,0,0,0,0,0,641,1243,930,348,358,335,305,299,292,302,270,251,155,0,0,264,149,136,142,128,110,88
68,50,39,21,2,16,27,42,37,41,42,62,143,215,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,401,468,731,0,5171,0,0,0,0,0,0,0,763,1504,310,340,343,325,286,286,293,271,315,301,173,0,166,151,135,120,128,103,77
54,45,25,11,0,6,13,16,13,21,31,42,213,126,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,503,504,463,0,5157,0,0,0,0,0,0,0,0,1334,284,301,300,298,255,243,246,220,260,259,309,187,157,130,119,92,102,90,65
36,27,14,0,0,6,10,10,13,0,11,33,176,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,756,608,505,441,404,5143,0,0,14,13,11,9,0,0,1163,273,272,260,269,245,250,219,189,180,181,179,171,157,132,110,87,89,76,58
30,16,0,0,16,29,37,32,52,0,0,19,137,0,9,0,73,43,31,0,0,0,0,0,0,0,0,0,6,0,487,818,623,469,386,346,326,4711,0,0,64,54,49,23,5,31,990,261,265,237,246,224,240,229,200,174,163,151,143,136,139,108,73,66,49,45
15,0,0,13,27,39,52,58,101,10,0,0,108,60,40,2,51,91,150,0,0,0,0,0,0,243,456,614,739,859,979,593,400,321,259,258,276,4517,0,0,160,68,22,0,0,21,792,283,272,248,224,200,211,206,192,165,144,128,112,100,107,88,69,54,42,29
0,0,12,21,45,67,74,83,181,23,15,0,14,6,0,0,0,0,164,0,0,0,182,310,409,501,355,241,186,187,171,169,190,190,208,245,267,4353,1021,597,321,0,0,0,4,25,595,267,256,234,228,191,186,170,180,158,156,133,111,95,91,69,64,35,29,13
0,15,25,29,48,75,92,104,319,88,57,24,0,0,0,0,0,0,178,96,0,176,305,201,153,136,131,113,121,126,140,167,171,184,204,210,282,3164,789,515,287,0,0,0,0,7,421,249,253,217,202,178,182,163,172,132,127,109,95,80,79,63,54,21,14,0
12,31,47,48,61,88,108,112,428,46,0,0,0,0,0,0,0,21,142,284,312,345,208,135,107,102,95,94,113,118,154,152,146,183,206,201,331,2598,973,728,574,0,16,14,10,0,256,230,228,224,211,185,153,151,147,128,118,94,80,64,51,37,41,13,0,0
28,45,68,74,86,90,115,131,551,28,0,0,0,0,0,0,0,0,7,10,13,26,31,37,39,55,58,78,94,102,123,116,139,188,185,150,445,1944,1148,798,1176,990,805,609,423,273,221,199,188,189,182,174,125,125,131,113,105,87,68,54,43,21,17,0,0,15
44,50,69,82,100,103,114,139,661,0,0,0,0,0,42,28,14,0,0,0,0,7,8,12,16,28,38,61,72,79,102,126,128,179,144,107,694,1120,1525,335,337,315,310,293,251,262,249,214,168,168,158,157,135,108,104,88,80,69,54,46,30,14,0,0,16,36
57,71,90,112,123,134,130,139,766,389,210,26,22,32,56,0,0,0,0,0,0,0,7,10,0,15,32,47,61,65,109,114,105,183,89,76,612,0,1344,319,322,286,289,273,254,249,218,212,164,166,156,143,137,109,93,92,68,45,28,25,16,0,0,14,24,39
72,65,84,118,129,158,147,136,458,450,507,91,128,90,52,0,0,0,0,0,9,30,55,102,0,0,15,25,39,53,138,83,77,97,0,42,543,0,1153,304,311,285,293,266,242,251,215,224,182,142,135,119,122,110,79,78,68,50,24,10,0,0,14,29,43,52
91,87,89,131,147,162,175,173,328,401,791,134,71,0,0,0,0,0,0,5,0,0,0,127,13,0,0,11,26,42,83,0,58,42,0,71,501,11,983,276,284,255,268,246,216,229,188,189,194,146,126,100,83,79,64,52,39,33,15,0,0,16,29,39,57,63
102,104,100,119,154,172,180,192,275,373,1045,75,0,0,0,0,0,0,0,19,33,47,61,182,24,11,0,0,17,28,44,0,44,0,0,115,431,4,811,283,270,240,245,229,215,209,188,165,164,143,118,110,75,59,54,39,22,10,0,0,15,29,49,54,65,78
129,136,142,150,171,195,200,206,244,316,1264,53,0,0,0,0,0,0,0,0,0,0,47,257,44,33,15,0,0,11,29,42,79,83,141,203,356,4,632,297,260,218,234,206,202,186,183,167,153,150,124,111,77,51,38,30,16,0,0,8,30,40,60,79,91,109
144,148,150,157,182,202,226,225,254,310,1471,49,9,0,0,0,0,0,0,0,0,0,32,326,56,43,29,13,0,0,13,26,43,54,73,92,232,0,449,281,265,189,203,183,177,166,169,149,132,107,101,100,74,52,22,8,0,0,18,20,43,62,76,91,90,105
139,167,192,180,189,213,242,251,272,289,1646,34,0,0,0,0,0,0,0,0,0,0,31,426,62,56,48,27,20,0,0,17,30,33,64,81,154,0,300,302,344,191,187,172,160,148,127,110,121,106,87,79,61,39,15,0,0,6,38,67,67,73,87,108,118,114
148,145,175,203,191,195,220,235,276,305,1831,26,0,0,0,0,0,0,0,0,0,0,0,490,77,74,65,45,31,11,0,0,11,23,50,62,94,0,116,211,428,175,167,154,149,155,141,116,105,98,79,62,52,32,13,0,0,0,0,39,69,92,93,113,126,133
177,189,184,228,253,247,243,260,274,296,2025,34,0,0,0,0,0,0,13,14,0,0,0,573,105,90,84,56,43,26,11,0,0,17,41,53,46,0,0,0,322,167,145,131,122,121,114,92,83,79,63,51,36,24,8,0,0,0,0,26,53,107,126,122,154,162
203,218,204,221,245,277,269,298,304,311,2222,32,5,0,0,0,0,0,40,15,0,0,0,665,127,105,97,66,55,38,26,12,0,0,20,13,0,0,0,0,215,156,112,122,113,98,98,82,64,64,54,40,24,13,0,0,0,0,0,30,46,86,128,136,151,182
196,221,225,233,225,252,271,310,333,344,2463,42,9,0,0,0,0,0,84,16,0,0,0,746,114,102,83,65,62,45,38,25,20,0,0,0,0,0,0,0,119,200,83,80,91,79,76,71,58,43,34,24,13,0,0,0,0,0,13,31,50,93,119,144,159,168
313,443,345,311,286,295,283,307,336,364,2675,0,0,0,0,0,0,0,112,0,0,0,0,829,126,123,107,92,92,67,62,52,39,21,13,11,10,0,0,0,0,130,70,61,69,68,60,52,48,33,21,8,0,0,0,0,0,7,31,40,49,94,116,143,175,189
0,237,338,351,298,321,301,323,346,360,2869,1493,751,0,0,0,0,0,126,0,0,0,0,925,148,141,120,113,109,90,85,63,41,37,28,32,30,14,5,0,0,75,45,44,34,38,33,27,24,15,0,0,0,0,0,0,0,9,41,60,65,94,110,140,179,0
0,99,235,327,324,357,327,345,355,379,1620,1581,1607,0,0,0,0,95,181,71,140,252,527,1026,148,141,139,131,112,97,84,63,72,74,63,64,43,29,25,17,0,16,12,15,12,13,10,10,5,0,0,0,0,0,0,0,0,9,45,90,96,120,120,133,276,0
112,119,189,255,300,363,360,365,376,353,992,1277,2263,0,0,128,259,479,734,1228,1170,1073,933,612,179,178,178,152,128,114,108,101,104,95,77,73,57,53,45,27,23,16,15,19,12,14,12,10,13,8,5,0,0,0,0,0,0,0,0,47,107,127,137,134,366,189
186,174,207,247,268,319,369,373,409,404,711,1004,2772,1411,699,714,434,567,673,608,0,0,4,0,191,183,190,151,142,161,175,200,281,432,735,1407,1348,1300,1254,1210,1179,1140,695,587,479,458,428,269,204,139,91,43,7,0,0,0,0,0,0,0,68,156,251,183,284,232
230,207,201,241,268,301,356,364,387,398,592,818,1773,1617,1178,1606,523,545,525,327,0,0,0,2,326,208,204,188,208,236,274,343,464,596,735,726,0,0,0,0,0,404,145,106,0,0,119,63,52,39,31,19,4,0,0,0,0,0,0,0,0,0,154,190,268,267
268,251,243,271,277,286,333,377,415,414,523,708,1250,1450,1332,2578,510,476,384,170,0,0,0,0,470,242,242,240,286,324,373,468,543,585,570,390,0,0,0,0,0,312,180,146,0,0,67,41,29,20,6,6,0,0,0,0,0,0,0,0,0,0,82,144,216,257
274,269,241,274,291,307,319,353,388,418,486,644,945,1199,1241,3478,473,393,247,86,0,0,0,0,627,264,280,313,354,433,491,547,563,553,539,226,4,0,0,0,0,205,213,271,96,50,37,28,14,5,0,22,4,0,0,0,0,0,0,0,0,0,54,107,185,243
273,293,280,312,321,334,358,357,378,400,445,562,776,1011,1130,4220,372,283,141,55,0,0,0,0,815,340,382,407,427,500,490,519,509,428,297,0,0,0,0,0,0,90,150,297,49,44,28,14,0,0,1,83,24,0,0,0,0,0,0,0,0,5,47,84,151,220
253,290,288,298,328,313,387,405,415,414,438,506,659,852,1056,4911,301,215,110,51,9,0,0,0,1039,410,436,438,496,519,496,466,402,290,152,0,0,0,0,0,0,0,0,252,30,18,3,0,0,0,6,105,0,0,0,0,0,0,0,0,0,11,47,77,123,183
215,270,309,322,352,308,350,388,418,422,449,475,593,719,928,5557,235,168,106,47,20,5,0,0,1304,462,464,473,527,487,480,425,346,214,105,9,0,0,0,0,0,0,0,213,19,7,0,15,0,7,23,136,0,0,0,0,0,0,0,0,0,22,50,78,121,152
195,232,262,311,382,377,378,396,423,441,468,480,564,661,810,6120,203,165,117,91,129,226,397,800,1570,475,494,511,522,463,447,360,270,149,88,24,5,0,0,0,0,13,51,183,13,0,5,45,3,16,41,179,0,0,0,0,0,0,0,0,0,14,48,70,115,149
187,241,259,290,331,355,370,388,431,445,462,495,548,601,661,6586,216,188,174,223,304,481,698,985,1051,519,535,521,492,440,404,298,220,122,86,32,7,0,0,0,0,20,48,88,5,26,49,129,5,14,39,246,260,0,0,0,0,0,0,0,5,23,50,80,104,134
2420,2722,2995,3261,3573,3877,4200,4503,4840,5183,5502,5830,6181,6604,7046,0,10548,10106,9601,9104,8538,7929,7250,6561,5806,5043,4520,3983,3484,2961,2472,1968,1530,1139,785,536,378,237,0,0,0,3,36,29,0,3,0,150,7,22,0,0,280,0,0,0,0,0,0,232,568,916,1264,1581,1877,2153
307,272,222,195,199,188,190,189,172,169,142,111,99,126,179,7768,584,732,827,873,884,785,631,489,472,465,486,460,489,485,521,537,518,508,375,235,220,443,42,10,0,0,11,0,0,0,0,172,7,43,0,0,311,8,0,0,0,0,0,443,595,622,553,482,403,353
238,197,184,181,176,165,161,168,149,117,88,72,70,114,218,7366,446,562,690,814,920,902,724,505,464,438,462,456,447,455,477,517,549,580,493,260,0,373,20,5,0,0,0,0,0,0,0,195,6,61,45,38,378,10,0,0,0,0,487,826,718,633,492,418,326,297
139,143,144,141,140,135,120,166,96,54,39,28,32,134,289,7005,329,445,574,744,913,1022,903,516,455,433,404,423,390,418,428,455,496,597,651,515,0,343,9,0,0,0,0,0,0,0,131,218,7,36,54,55,417,0,0,0,0,572,942,716,631,485,346,264,218,182
115,127,121,135,117,92,65,89,0,0,0,0,7,214,429,6668,191,256,374,544,812,1101,1249,527,408,387,369,409,364,345,353,359,402,507,723,1041,753,676,0,0,0,7,0,0,0,0,203,107,6,34,63,81,479,252,0,1119,1133,1147,725,515,394,268,185,137,132,121
78,100,87,99,50,32,19,31,0,0,0,0,0,424,602,6318,98,99,161,255,482,938,1912,616,435,372,346,347,338,313,323,296,285,295,345,497,771,1301,1131,1005,905,802,684,589,493,419,355,92,11,53,142,245,552,893,971,1105,0,0,240,249,202,154,113,90,83,82
69,85,47,32,0,0,0,0,0,0,0,94,287,868,742,5945,52,35,34,31,0,0,1582,813,533,355,349,356,334,305,295,261,235,214,186,201,265,298,188,167,157,129,132,132,114,78,53,27,7,23,50,73,91,96,101,106,0,0,477,251,134,82,61,53,56,68
43,31,0,0,0,0,0,0,0,0,0,174,302,1107,554,5514,33,18,7,14,0,0,1142,1000,700,356,334,346,340,315,294,268,254,212,143,93,188,382,179,162,168,119,115,96,100,72,48,23,2,23,49,71,76,76,94,105,135,449,463,0,0,0,9,8,23,30
9,0,0,0,0,0,0,0,0,0,102,322,385,956,0,5190,7,0,0,0,0,0,630,1253,960,349,323,303,282,308,292,275,266,233,172,0,0,268,176,136,143,109,110,88,86,68,36,24,1,26,44,55,49,55,65,71,132,286,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,206,378,436,751,0,5170,0,0,0,0,0,0,0,772,1527,320,331,332,287,283,258,268,268,249,299,146,0,152,157,134,124,93,96,80,65,67,37,21,5,15,27,33,30,41,51,63,154,197,0,0,8,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,377,486,502,510,0,5156,0,0,0,0,0,0,0,0,1349,309,300,312,285,281,242,244,259,225,251,289,169,155,147,131,127,99,79,69,48,44,28,12,0,2,9,8,10,20,31,39,213,111,0,6,42,0,0,0,0,0
0,0,0,0,0,0,0,0,0,395,728,605,531,477,423,5142,0,0,9,13,9,7,0,0,1156,300,282,288,247,259,230,206,216,193,170,179,161,143,126,118,95,87,67,62,43,29,14,0,0,6,9,14,17,0,15,28,172,0,0,0,56,0,0,0,0,0
0,0,0,0,0,0,7,0,492,797,615,496,410,383,347,4691,0,0,65,54,45,21,7,34,984,290,270,281,242,233,234,219,189,204,173,166,145,144,109,100,80,73,46,39,33,15,0,0,17,27,33,37,65,0,0,15,133,0,4,0,74,43,29,0,0,0
0,0,0,250,439,593,724,847,956,584,419,339,295,304,285,4492,0,0,156,63,23,0,0,25,763,263,243,257,242,222,198,203,148,156,144,136,112,119,101,95,75,68,49,23,16,0,0,10,27,39,45,51,127,15,0,0,102,59,30,6,58,100,157,0,0,0
165,299,410,502,331,242,200,196,174,189,194,199,229,226,252,4323,974,580,318,0,0,0,4,27,598,258,229,230,217,203,212,210,175,149,131,132,101,104,91,76,53,40,30,12,0,0,16,27,43,55,67,70,201,27,12,0,8,9,0,0,0,0,171,0,0,0
309,231,177,139,135,141,143,150,148,179,187,200,217,207,281,3180,740,481,287,0,0,0,0,10,434,260,229,204,202,168,179,167,147,148,118,123,91,75,64,53,38,35,16,0,0,16,30,39,56,68,86,93,323,84,50,23,0,0,0,0,0,0,185,92,0,191
202,131,97,93,101,96,104,113,123,158,163,185,177,177,328,2644,977,699,581,0,12,10,6,0,263,252,237,197,196,174,164,153,124,135,100,96,80,72,60,40,18,11,0,0,13,28,40,55,66,76,93,103,422,45,0,0,0,0,0,0,0,21,153,287,321,354
29,33,43,59,66,73,83,99,123,142,140,174,162,163,433,1961,1193,776,1164,956,786,604,434,272,236,237,234,203,177,160,165,152,111,114,104,83,66,57,46,34,17,0,0,14,32,43,52,78,92,100,113,128,554,29,0,0,0,0,0,0,0,0,7,10,17,20
12,12,17,33,41,56,72,91,114,126,126,170,138,125,697,1119,1536,327,335,301,291,282,257,264,220,215,186,181,170,136,132,138,107,88,84,66,54,41,23,11,0,0,12,29,46,57,62,74,100,112,128,153,645,0,0,0,0,0,42,28,14,0,0,0,0,7
8,10,0,16,28,43,60,67,102,103,98,180,97,81,605,0,1360,340,332,280,271,270,245,247,228,208,171,160,167,151,128,114,105,83,72,51,45,29,16,0,0,13,22,41,69,75,89,97,119,131,130,170,759,365,204,32,19,33,56,0,0,0,0,0,0,0
51,98,0,0,12,23,36,47,131,82,80,111,0,32,541,0,1164,317,317,263,255,240,232,213,226,219,186,153,130,108,110,95,87,75,57,35,29,14,0,0,14,25,44,44,72,90,106,103,122,134,139,160,504,465,523,83,122,93,51,0,0,0,0,0,5,25
0,127,13,0,0,16,32,44,83,0,66,47,0,55,506,8,989,304,306,277,263,242,222,205,188,185,173,148,143,97,92,75,64,56,46,23,13,0,0,13,27,36,57,68,91,104,122,132,148,147,160,176,353,416,842,125,71,0,0,0,0,0,0,9,0,0
65,195,26,13,0,0,15,25,39,0,52,0,0,115,446,5,806,307,285,260,249,243,210,202,174,160,153,127,134,104,95,69,53,40,34,14,0,0,17,29,43,51,60,73,89,104,117,138,166,174,171,188,282,348,1067,58,0,0,0,0,0,0,0,23,37,51
44,264,46,29,15,0,0,11,26,47,83,85,152,214,356,8,620,288,262,219,223,228,195,189,176,161,155,139,113,83,72,59,43,22,14,0,0,14,33,44,60,75,77,91,115,126,142,151,164,188,188,213,268,316,1286,41,0,0,0,0,0,0,0,0,0,0
34,344,50,43,27,12,0,0,16,32,41,65,80,81,218,0,451,312,297,214,192,200,194,173,172,141,127,119,94,75,61,42,25,8,0,0,15,26,43,54,64,91,98,98,117,124,141,147,163,204,201,223,268,280,1464,48,5,0,0,0,0,0,0,0,0,0
19,419,61,60,35,28,16,0,0,14,27,45,61,64,153,0,268,284,330,202,189,170,176,159,151,132,116,127,99,66,51,40,13,0,0,6,35,68,79,89,79,105,130,133,137,154,175,171,163,197,201,236,282,311,1645,28,0,0,0,0,0,0,0,0,0,0
0,482,92,69,53,44,35,15,0,0,13,31,46,53,101,0,108,202,413,175,171,145,146,132,131,121,90,102,93,69,44,30,8,0,0,0,0,38,73,102,97,113,130,151,155,175,203,219,202,226,231,246,272,332,1842,20,0,0,0,0,0,0,0,0,0,0
0,575,103,84,74,65,45,20,14,0,0,14,28,49,50,0,0,0,308,149,150,135,135,122,111,102,83,76,73,60,38,29,7,0,0,0,0,23,59,101,113,129,148,168,179,186,204,214,215,223,241,261,283,328,2054,26,0,0,0,0,0,0,13,14,0,0
0,649,113,100,89,70,49,37,29,11,0,0,21,19,0,0,0,0,222,163,110,110,116,111,103,89,79,59,47,44,24,14,0,0,0,0,0,26,46,92,113,123,155,163,169,184,229,245,255,259,263,251,284,299,2263,35,7,0,0,0,0,0,36,15,0,0
0,720,133,117,106,78,68,55,42,22,13,0,0,0,0,0,0,0,105,194,89,76,80,84,72,65,61,50,30,23,14,0,0,0,0,0,16,39,52,89,130,124,153,195,194,195,218,252,260,272,285,275,294,300,2484,44,10,0,0,0,0,0,84,20,0,0
0,811,164,126,110,82,83,67,58,43,31,22,9,7,5,0,0,0,0,131,63,58,50,61,55,46,38,32,17,7,0,0,0,0,0,5,23,46,65,85,137,151,153,191,310,431,339,295,294,318,329,337,339,325,2672,0,0,0,0,0,0,0,112,0,0,0
0,917,165,135,130,108,102,82,67,62,58,48,34,41,33,19,10,0,0,81,51,49,35,39,34,31,26,15,0,0,0,0,0,0,0,13,31,53,70,80,125,145,167,0,0,210,304,320,306,311,324,349,389,369,2869,1471,785,0,0,0,0,0,126,0,0,0
518,1027,176,161,135,116,109,104,98,100,74,62,59,59,45,31,31,13,0,15,18,21,14,14,13,11,10,0,0,0,0,0,0,0,0,12,48,97,113,113,139,150,270,0,0,110,220,290,316,327,319,330,359,402,1621,1494,1547,0,0,0,0,106,194,88,168,287
903,625,192,163,150,137,134,127,108,111,91,88,76,72,57,45,48,29,21,12,13,12,15,15,15,13,13,12,8,0,0,0,0,0,0,0,0,43,114,126,141,153,365,197,110,115,179,246,289,324,350,369,364,406,1046,1294,2179,0,0,115,229,468,708,1220,1158,1050
5,0,212,180,174,165,171,153,177,212,253,427,735,1402,1344,1295,1248,1199,1164,1134,661,552,475,444,416,268,200,140,78,35,5,0,0,0,0,0,0,0,68,159,250,213,305,260,206,193,201,232,272,295,315,346,368,399,739,1055,2701,1348,639,689,453,606,711,628,0,0
0,2,342,196,205,208,217,225,286,323,431,606,756,721,0,0,0,0,0,435,160,80,0,0,106,62,47,43,29,17,1,0,0,0,0,0,0,0,0,0,137,185,255,277,241,238,244,267,293,322,332,343,360,388,592,849,1809,1613,1121,1552,532,572,539,305,0,0
0,0,474,236,252,251,272,298,367,434,532,618,588,358,0,0,0,0,0,327,209,139,0,0,58,46,35,27,10,8,0,0,0,0,0,0,0,0,0,0,70,146,214,251,247,270,257,278,303,362,370,384,399,403,533,682,1290,1469,1300,2465,486,452,361,152,0,0
0,0,633,282,297,310,346,394,478,530,570,588,522,205,7,0,0,0,0,206,245,275,110,61,37,24,11,1,0,21,5,0,0,0,0,0,0,0,0,0,46,117,183,237,245,271,258,282,288,334,357,373,394,416,503,598,971,1259,1315,3402,458,396,258,81,0,0
0,0,822,334,345,378,421,480,547,539,515,441,273,0,0,0,0,0,0,69,150,287,50,35,26,9,0,0,8,79,22,0,0,0,0,0,0,0,0,10,29,85,156,201,239,280,276,285,304,342,376,396,422,433,470,536,753,979,1144,4198,403,300,151,47,0,0
0,0,1030,392,414,459,494,527,542,466,407,303,148,0,0,0,0,0,0,0,0,244,35,23,10,0,0,0,14,107,0,0,0,0,0,0,0,0,0,13,41,71,129,186,230,259,290,316,331,364,388,401,436,443,487,529,671,827,967,4878,340,209,106,45,7,0
0,0,1270,437,460,502,521,520,480,388,336,219,93,5,0,0,0,0,0,0,0,209,15,5,0,16,0,6,24,140,0,0,0,0,0,0,0,0,0,25,43,75,104,153,214,240,259,301,312,353,373,395,458,447,470,514,604,752,876,5490,294,169,93,45,21,7
418,820,1542,496,537,545,526,496,433,347,265,146,68,25,9,0,0,0,0,18,57,180,9,0,7,41,2,20,37,182,0,0,0,0,0,0,0,0,0,23,45,86,111,157,196,222,266,309,311,344,379,395,467,471,511,533,590,657,796,6036,217,151,108,103,132,215
686,929,1031,551,565,523,518,453,371,288,209,127,75,40,10,0,0,0,0,27,44,82,5,28,53,127,5,25,43,253,267,0,0,0,0,0,0,0,7,33,56,80,97,156,208,203,236,302,305,326,367,387,438,436,486,510,572,612,705,6538,191,187,179,228,304,458
7227,6524,5770,4960,4446,3904,3403,2858,2395,1931,1475,1105,798,546,369,228,0,0,0,10,29,28,0,3,0,146,5,29,0,0,287,0,0,0,0,0,0,246,581,905,1255,1591,1871,2156,2454,2725,3004,3320,3603,3890,4195,4509,4865,5194,5512,5869,6248,6656,7123,0,10483,10076,9581,9044,8466,7863
645,510,471,456,459,458,476,477,498,521,486,436,363,255,228,442,42,12,0,0,4,0,0,0,0,167,4,46,0,0,318,8,0,0,0,0,0,455,601,599,593,503,424,368,333,292,268,235,204,197,191,181,178,147,122,140,96,114,191,7804,598,709,829,882,887,774
758,537,456,440,425,412,407,436,491,533,523,505,424,253,0,372,19,7,0,0,0,0,0,0,0,186,8,69,46,33,383,13,0,0,0,0,479,855,738,601,505,370,338,281,247,202,198,186,160,156,148,150,138,113,85,79,53,113,232,7383,461,561,704,779,933,921
