63,28,0,0,15,0,0,0,9,39,76,248,112,68,52,19,0,13,44,203,14,0,0,29,175,311,487,3038,0,0,0,0,52,90,131,300,0,0,0,22,8937,163,123,108,98,115,125,145,139,132,63,17,0,0,0,0,0,12,0,0,15,0,0,0,9,0,0,0,0,2085,159,113
92,64,60,55,75,37,16,4,0,26,30,79,95,49,24,0,10,38,68,347,23,0,0,22,201,412,605,2758,0,0,0,16,59,110,146,425,0,0,0,13,8772,161,103,58,32,43,54,81,78,139,49,14,0,7,17,48,98,88,58,58,96,70,63,91,149,201,325,547,1095,2225,188,138
147,135,121,109,103,80,49,35,19,0,0,0,22,19,0,0,19,61,81,438,0,0,0,12,293,590,750,2407,0,0,0,23,92,124,161,541,0,0,0,0,8621,147,98,34,0,0,0,0,0,70,14,0,26,45,69,75,254,129,124,131,146,150,170,221,324,429,611,859,1207,1292,212,177
183,180,138,146,138,111,80,73,30,0,0,0,0,0,0,0,21,62,104,531,0,0,0,0,489,804,836,1969,0,0,0,0,68,117,165,673,0,0,0,0,8484,146,105,57,0,0,0,0,0,21,0,12,51,77,108,110,469,214,215,202,242,272,307,413,516,638,800,979,1060,812,231,199
1688,1546,1408,1314,1157,1044,404,240,75,0,0,0,0,0,0,0,60,72,113,646,354,0,0,0,962,1084,889,1505,14,0,0,0,51,126,164,804,411,0,0,0,8360,128,76,32,0,0,0,0,0,0,22,70,86,106,137,146,7572,6948,6788,6466,6167,5730,5359,5068,4739,4423,4054,3613,3046,2457,2019,1822
0,0,0,0,0,516,142,118,91,21,0,0,0,0,0,0,77,211,368,825,1328,1456,1584,1744,1906,1093,672,965,0,0,0,0,67,131,164,517,724,397,0,0,8221,121,62,24,0,0,0,0,0,0,0,48,141,245,233,220,7716,0,149,288,522,365,159,114,47,0,0,0,0,0,0,0
0,0,0,0,0,398,105,71,51,13,0,0,0,0,0,0,29,88,130,161,159,189,201,221,222,209,198,556,0,0,0,0,90,300,568,1673,3186,4748,5693,6403,8118,120,64,27,0,0,0,0,0,0,0,0,0,126,189,250,7882,0,0,0,292,538,148,128,73,0,0,0,0,0,0,0
0,0,0,0,0,311,87,51,26,0,0,0,0,0,0,0,32,70,93,114,126,141,140,157,161,148,154,415,24,0,0,0,60,149,264,1544,2168,2141,1779,1377,1581,104,59,24,0,0,0,0,0,0,0,0,0,97,166,234,8061,0,0,0,0,417,131,115,59,0,0,0,0,0,0,0
0,0,0,0,0,192,41,12,0,0,0,0,0,0,0,0,21,42,59,74,94,95,90,100,88,94,96,230,12,0,0,0,79,176,294,2797,2793,2107,1432,924,762,59,38,12,0,0,12,0,0,0,0,0,18,85,162,224,8220,0,0,0,11,296,91,99,104,61,18,0,0,0,0,14
29,0,0,0,18,132,14,0,24,24,27,49,64,22,26,21,0,9,14,46,40,25,25,55,41,58,57,127,0,0,0,26,129,226,349,5276,2651,1350,685,346,225,25,17,0,0,17,65,39,35,64,44,34,64,104,179,226,8366,0,0,0,0,167,55,22,16,19,19,32,32,41,47,64
58,15,0,0,8,39,0,10,54,68,85,103,204,73,67,39,7,0,0,0,0,0,0,0,0,0,12,29,0,0,0,19,133,282,442,5061,0,0,0,0,0,0,0,0,0,51,98,87,83,105,108,88,110,132,184,246,8566,0,0,0,0,70,20,0,75,75,84,109,91,102,84,91
68,23,0,0,0,8,18,42,80,105,121,139,406,115,86,53,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,182,358,536,4783,19,0,0,0,0,0,0,0,0,37,110,138,137,144,160,138,144,176,207,238,8729,0,0,0,0,21,0,9,207,134,143,154,144,152,123,123
100,26,0,0,13,58,118,201,335,431,536,638,837,136,114,83,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,525,652,4419,0,0,0,0,0,0,0,0,0,87,179,294,429,560,742,864,972,1104,703,501,9055,0,0,0,0,29,26,47,1224,914,811,691,566,424,305,207
0,0,0,0,0,0,0,17,24,0,0,351,1341,156,139,99,47,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,548,669,640,4042,0,31,32,27,29,0,0,0,0,0,0,0,0,10,22,0,0,561,644,578,9410,9,0,0,0,25,58,84,1307,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1482,177,149,98,33,0,0,0,0,0,0,0,29,100,187,301,416,566,771,948,1126,754,596,3700,0,118,78,50,31,0,0,0,0,0,0,0,0,0,0,0,0,324,538,598,9772,15,0,0,0,57,74,112,1421,733,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1625,191,151,96,26,0,0,0,0,0,0,0,18,52,90,130,156,183,216,265,280,303,356,3337,0,218,107,72,63,0,0,0,0,0,0,0,0,0,0,0,15,187,377,514,10127,24,0,0,0,46,82,109,784,1171,0,0,0,0,0,0
0,24,14,0,0,0,0,22,23,18,0,0,1763,206,160,103,57,0,0,0,0,0,0,0,4,35,69,99,127,149,189,231,226,268,331,3118,0,330,120,79,51,0,0,0,0,0,0,0,14,0,0,0,20,138,288,422,10377,0,0,0,0,43,93,119,481,1456,0,0,0,29,0,0
56,91,63,57,41,59,86,158,190,294,508,988,1911,220,139,99,48,0,0,0,0,24,21,9,0,21,49,72,107,131,164,199,225,280,310,2900,1379,1049,440,247,108,0,0,0,0,0,17,36,72,49,32,25,51,123,238,358,10599,0,0,0,0,66,126,146,340,1678,877,453,250,232,51,41
132,146,135,132,136,183,246,331,410,580,806,1038,1070,206,137,118,53,0,0,0,0,89,55,40,12,0,18,49,76,87,129,159,218,253,257,1301,583,428,164,93,32,0,0,0,0,41,54,82,109,125,112,104,115,142,225,322,10798,0,0,0,0,43,118,163,267,976,940,706,533,607,111,115
189,204,207,224,236,307,378,482,598,752,849,871,697,209,171,125,60,9,0,0,0,176,99,70,46,11,0,11,33,61,106,123,230,232,190,823,638,667,162,111,47,0,0,0,0,41,71,112,134,159,150,140,149,175,234,342,11046,18,0,0,0,34,98,164,237,650,843,784,712,1102,181,180
2241,4175,4024,3876,3719,3569,3320,3074,2773,2429,2008,1542,996,574,423,230,110,20,0,0,0,285,136,102,76,31,11,0,7,37,69,95,295,166,91,371,527,1073,167,120,60,0,0,0,0,65,93,128,158,198,208,207,199,206,225,294,11289,25,0,0,0,67,174,353,516,892,1373,1825,2229,3758,711,1223
3253,2074,0,0,0,16,0,0,0,0,0,19,0,0,27,16,0,0,0,0,0,407,155,125,104,63,43,12,0,7,44,72,206,0,0,0,0,937,147,109,94,16,0,0,0,91,261,459,793,1219,1379,1533,1680,1832,1082,694,11668,0,0,0,0,0,0,15,0,0,0,12,0,4532,1516,2280
1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,188,181,136,86,65,40,6,0,18,47,129,0,0,0,22,817,151,84,49,0,0,0,0,74,118,145,436,250,0,0,0,913,1040,909,12206,0,0,0,0,0,0,0,0,0,0,0,0,5454,1831,2035
811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,756,233,190,132,102,100,73,34,12,0,15,56,0,0,0,21,644,149,98,40,0,0,0,27,101,103,129,321,0,0,0,0,511,808,878,12709,0,0,0,0,0,0,0,0,0,0,0,0,6322,1675,1436
466,0,0,0,0,0,0,0,13,25,0,0,0,0,0,0,20,17,16,0,0,939,250,223,191,167,157,104,76,47,15,0,6,0,0,0,13,493,132,85,54,0,0,0,16,50,63,73,213,32,0,0,0,265,560,726,13116,0,0,0,0,32,0,0,0,0,0,0,0,7101,1377,1000
252,0,0,0,0,46,37,47,53,97,66,58,60,91,55,86,133,147,202,318,605,1134,271,257,215,209,237,279,195,116,55,8,0,0,0,0,0,359,137,68,24,0,0,0,0,22,28,40,81,16,0,0,0,151,383,583,13435,6682,3367,1685,848,537,36,17,0,0,0,0,0,7664,1003,649
149,0,0,0,12,61,77,91,106,123,111,128,126,277,154,210,255,316,397,555,722,738,295,283,264,262,244,157,0,0,0,0,0,0,0,0,0,231,115,74,21,0,0,0,0,0,8,16,26,0,0,0,0,93,269,483,7040,6970,5210,3492,2225,1717,63,42,12,0,0,0,16,8141,742,411
98,0,0,0,18,95,116,132,152,158,152,174,188,561,265,318,358,449,536,635,654,545,334,320,275,242,185,88,0,0,0,0,0,0,0,0,0,140,74,57,15,0,0,0,0,28,36,54,71,0,0,0,0,59,191,357,3681,5311,5187,4367,3319,3474,107,72,40,0,0,0,0,8434,504,269
67,0,0,0,0,63,187,297,427,559,670,795,524,1636,1587,2812,5233,5012,4729,4375,4001,3627,3309,3088,2900,1317,880,385,0,0,0,0,0,0,0,0,0,60,38,43,0,0,0,0,13,75,81,98,164,0,0,0,0,82,250,479,2459,5268,7890,10169,11921,0,6767,3374,1055,40,0,0,0,8689,375,211
76,0,0,0,0,0,0,0,0,0,0,412,718,3147,2197,2698,2632,0,14,0,0,0,0,0,1390,533,632,532,0,24,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,54,86,116,265,0,0,0,0,0,10,17,23,0,0,15,35,26141,6612,4407,1834,31,0,0,20,8931,300,181
58,0,0,0,0,0,0,0,0,0,0,0,353,4653,2173,2053,1390,0,0,0,31,116,222,328,1061,419,657,1044,910,786,614,474,336,237,144,67,0,0,0,0,0,0,0,0,0,65,112,145,382,0,0,0,0,0,0,0,0,0,0,0,0,22738,8899,7041,3539,18,0,0,0,9098,250,144
40,0,0,0,0,0,0,0,0,0,0,0,0,5637,1849,1437,742,0,0,0,29,78,112,117,447,161,194,196,173,163,153,139,107,96,75,41,0,0,0,0,0,0,0,0,13,59,109,149,532,0,0,0,0,0,0,0,0,0,0,0,0,18193,10646,10585,7043,0,0,0,4724,9253,209,121
58,10,0,0,0,30,29,27,17,0,0,0,0,6343,1391,914,381,0,0,0,33,61,84,86,254,87,112,133,124,110,110,105,73,56,46,41,0,0,0,0,0,0,0,0,27,104,138,167,662,0,0,14,0,0,0,0,0,15,0,0,0,12811,10571,14017,13956,0,0,3533,7081,4662,182,124
15577,14567,13364,11830,10363,9306,9076,8900,8726,8583,8457,8342,8207,8106,1628,798,244,0,0,0,29,25,55,39,101,29,39,61,87,51,44,64,34,29,17,0,0,0,0,0,0,0,0,0,0,117,293,494,1313,1460,1665,1884,2056,2216,2387,2528,2682,2852,2988,3145,3282,7491,7102,14011,27810,27644,27482,27296,23499,19635,16923,16304
1805,2305,2822,2830,1962,255,199,197,169,152,140,128,116,113,84,58,20,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,91,115,158,211,273,253,262,237,212,208,191,174,174,164,191,581,231,231,249,275,306,369,489,632,908,1264
1148,1815,2729,3660,3658,240,171,151,117,103,99,79,75,80,63,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,75,110,163,243,264,204,193,143,129,128,114,110,109,110,141,306,157,156,155,147,177,196,259,343,470,716
477,906,1755,3519,7025,232,161,114,76,43,60,28,23,29,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,51,79,126,286,173,99,112,69,50,62,44,36,47,61,102,117,89,81,128,97,100,93,98,118,156,276
0,0,0,0,6866,218,169,96,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,0,0,0,16,0,0,12,20,0,0,0,0,0,5,42,69,131,182,0,0,17,0,0,0,0,0,0,14,23,0,0,0,28,28,33,35,31,26,15,0
0,0,0,0,6717,213,176,108,41,0,0,0,0,0,0,0,14,50,47,93,0,0,0,0,0,45,37,59,92,68,99,48,27,0,19,67,46,56,60,89,95,57,29,21,7,0,17,33,113,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6562,212,176,115,51,0,0,0,0,0,0,15,66,86,104,185,0,0,0,0,13,63,86,103,247,128,111,67,40,11,41,79,90,109,107,127,263,90,72,59,36,14,0,7,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6407,215,193,134,90,0,0,0,0,0,0,0,41,94,131,299,0,0,0,0,28,71,103,141,457,159,116,78,47,12,55,101,125,166,172,181,470,131,122,91,68,46,23,0,5,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,12,0,0,0,0,0
5163,5322,5461,5607,6248,174,169,124,87,0,0,0,0,0,0,0,28,89,133,424,0,0,0,17,74,98,135,160,805,460,334,227,97,30,65,155,252,375,535,674,1293,167,152,130,130,129,66,9,0,0,0,0,0,71,193,294,447,558,687,841,954,1076,1209,1357,1841,2445,3097,3656,4113,4438,4738,4958
274,228,210,202,481,134,142,138,140,73,23,0,0,0,0,0,59,109,149,573,13,0,0,0,56,98,144,184,1241,261,0,18,12,0,0,0,0,0,0,0,1473,257,259,304,194,80,0,0,0,0,0,0,0,48,85,107,133,130,130,130,134,151,176,226,847,1128,1166,981,746,565,428,332
159,123,132,113,257,71,56,65,50,16,0,18,0,0,0,0,39,101,157,736,14,0,0,0,41,102,149,183,1380,0,0,0,0,0,0,0,0,0,0,0,1675,265,240,170,0,0,0,0,0,0,0,0,15,65,78,91,94,86,85,88,91,122,161,191,1372,1348,1026,707,499,349,244,193
75,50,69,46,104,36,25,20,17,0,15,69,49,0,0,0,38,92,169,862,0,0,0,0,35,99,160,204,1531,0,0,0,0,0,0,0,0,0,0,11,1893,260,215,106,0,0,0,0,0,0,0,0,0,14,22,48,43,41,38,34,36,80,111,159,2560,1312,699,414,224,151,93,96
0,0,0,0,0,0,0,0,0,18,42,88,131,0,0,17,57,93,162,975,0,0,12,20,57,101,139,194,1668,0,0,0,0,0,0,0,0,0,0,0,2042,240,185,106,18,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,54,96,172,2433,0,0,13,0,0,0,0
0,0,0,0,0,0,0,0,9,44,69,124,236,141,101,89,94,120,185,1110,548,294,182,129,126,158,174,204,1818,975,524,259,145,88,56,88,0,0,0,0,2211,233,158,73,0,0,0,0,70,62,69,15,0,0,0,0,0,0,0,0,0,74,110,194,2304,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,21,66,91,141,209,196,174,162,164,166,208,704,679,514,362,275,229,239,245,255,1010,1052,853,597,391,282,211,258,15,0,0,0,2387,208,151,58,0,0,0,0,182,95,62,18,0,0,0,0,0,0,0,0,18,100,112,174,2160,434,0,0,0,0,0,0
