156,0,0,7,0,6,0,0,0,0,0,0,0,245,74,50,25,0,0,0,0,0,0,0,0,0,0,0,0,18,49,57,278,8,0,0,0,0,5,0,0,0,8,0,0,7,0,0,0,0,0,0,0,9,14,16,0,0,0,0,0,12755,2970,3594,3226,0,0,0,141,236,70,64,36,0,0,0,0,0,0,0,0,0,0,0,0,14,51,68,1036,0,0,0,0,14,23,45
215,116,76,72,42,79,23,15,16,0,0,0,0,182,70,51,25,0,0,0,0,0,10,14,35,27,6,0,10,35,50,60,210,0,0,0,5,61,139,217,954,1967,3021,3861,4546,5026,5393,5625,5886,6102,6285,6437,6571,6699,6808,6936,7019,7127,7206,7288,7352,11216,2327,3813,6378,5522,4431,3217,2020,1069,545,229,77,5,0,0,0,12,12,13,7,0,0,0,0,13,54,88,1112,0,0,0,7,30,46,75
163,163,130,117,89,183,45,32,17,0,0,0,0,116,56,57,42,12,0,0,0,16,26,28,99,34,21,7,0,7,22,49,134,0,0,0,0,34,70,100,1367,1974,1991,1655,1253,897,661,468,449,367,319,261,211,186,160,140,125,121,100,91,98,2655,893,1259,1678,2139,2359,2260,1491,778,485,188,57,0,0,0,0,61,44,46,35,9,0,0,0,24,51,90,1204,9,0,0,11,44,59,88
127,170,179,178,148,339,64,44,35,0,0,0,0,60,30,26,11,0,0,0,6,40,65,62,190,53,49,31,13,0,8,40,80,0,0,0,0,33,76,104,2579,2602,1963,1309,836,540,353,257,340,287,228,180,142,122,94,85,80,69,59,55,63,2091,525,793,1196,1865,2570,3062,2154,1107,751,321,96,0,0,0,0,120,55,55,22,0,0,0,6,45,59,87,1271,0,0,0,0,27,60,92
249,363,464,579,667,1080,68,42,26,0,0,0,0,16,12,9,0,0,0,0,0,21,55,71,517,253,201,110,60,22,3,28,36,0,0,0,12,53,84,104,5056,2558,1254,613,309,171,136,124,412,219,132,90,75,52,34,40,22,32,26,30,43,1759,221,332,539,1037,2030,4000,3167,1434,1048,579,179,0,0,0,0,176,69,54,17,0,0,0,0,30,66,93,1354,0,0,0,0,34,90,168
0,0,0,0,0,1149,74,51,37,0,0,0,0,0,0,0,0,0,0,0,0,21,55,76,583,0,21,16,11,7,0,6,0,0,0,0,0,37,71,93,4981,0,0,0,0,27,65,102,333,0,0,7,9,0,0,0,0,0,0,0,17,1598,89,58,32,8,0,2366,4781,1885,1428,901,340,0,0,0,0,235,87,50,22,0,0,0,0,23,62,88,1436,8,0,0,0,0,0,0
0,0,0,0,0,1204,72,53,24,0,0,0,0,0,0,0,0,0,0,0,0,18,58,81,661,0,0,0,0,0,0,0,0,0,0,0,0,38,62,86,4910,0,0,0,0,38,75,109,256,0,0,0,0,0,0,0,0,0,0,0,0,1512,91,58,26,0,0,0,3799,2290,1961,1457,656,0,0,0,0,299,91,43,33,0,0,0,0,25,61,86,1531,12,0,0,0,0,0,0
0,0,0,0,0,1266,84,56,38,0,0,0,0,0,0,0,0,0,0,0,0,32,56,79,746,8,0,0,0,0,0,0,0,0,0,0,6,54,63,89,4846,0,0,0,0,26,69,100,179,0,0,0,0,0,0,0,0,0,0,0,0,1436,77,51,15,0,0,0,2637,2554,2376,2226,1303,0,0,0,0,372,93,49,30,0,0,0,9,45,67,93,1593,0,0,0,0,0,0,0
0,0,0,11,14,1344,96,59,32,0,0,0,0,0,0,0,0,0,0,0,0,27,56,88,821,0,0,0,6,0,0,0,0,0,0,0,0,34,47,84,4776,0,0,0,15,53,80,97,106,0,0,0,0,7,0,0,0,0,0,0,0,1383,83,59,22,0,0,0,1355,2713,2443,3031,2707,0,0,123,225,440,97,61,41,0,0,0,0,35,63,100,1680,0,0,9,0,0,0,8
8,10,18,29,35,1442,101,55,26,0,0,0,0,39,28,31,16,0,0,0,0,23,49,74,888,467,254,121,85,69,17,14,16,0,0,0,0,24,52,106,4711,12,0,0,12,30,55,78,84,108,170,238,325,413,489,592,661,746,817,890,950,1316,78,55,27,0,0,0,0,1497,1908,3210,5493,4862,4054,3101,1934,925,272,139,50,0,0,0,0,45,71,104,1774,30,36,46,23,17,20,28
10,22,35,48,55,1544,93,54,28,0,0,0,0,104,43,34,17,0,0,0,0,24,56,79,485,491,422,302,193,216,33,30,18,0,0,0,0,30,70,118,4597,0,0,0,0,23,51,74,72,80,78,88,98,91,95,99,81,88,92,97,87,286,67,58,27,0,0,0,0,516,563,806,1154,1557,1917,2059,1755,766,95,61,34,0,0,0,0,32,67,104,1895,58,62,61,52,48,47,33
8,30,47,63,76,1674,109,78,51,8,0,0,0,155,47,44,18,0,0,0,0,20,50,81,284,399,432,418,314,437,59,51,25,0,0,0,12,49,89,127,4510,0,0,0,0,25,42,50,41,51,57,70,67,62,65,73,67,70,72,67,57,171,54,54,39,10,0,0,0,214,269,448,702,1103,1683,2324,2699,1440,103,54,17,0,0,0,0,28,70,98,2015,88,89,83,76,72,56,31
9,46,127,186,244,2009,95,64,28,0,0,0,0,210,68,67,34,0,0,0,0,18,66,134,295,510,746,1008,1184,1686,80,64,27,8,0,0,12,34,87,114,4419,0,0,0,0,32,23,19,14,33,29,39,28,39,30,31,39,29,37,23,19,70,35,30,15,0,0,0,0,62,86,173,276,511,1001,1957,3895,2652,109,61,19,0,0,0,10,37,69,104,2562,453,382,310,243,178,93,39
0,12,16,0,0,2081,104,68,26,0,0,0,0,299,89,65,22,0,0,0,0,0,0,0,0,0,10,10,0,1749,105,60,46,16,0,0,6,33,91,126,4327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,11,7,0,0,0,0,0,0,0,9,0,0,0,0,2591,5169,106,75,30,0,0,0,9,47,73,97,2631,0,0,0,0,8,0,0
0,0,0,0,0,2143,99,56,45,9,0,0,0,366,84,47,16,0,0,0,0,0,0,0,0,0,0,0,0,1823,110,64,42,0,0,0,0,43,102,153,4234,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102,103,78,53,9,0,0,0,30,71,111,2711,0,0,0,0,0,0,0
0,0,0,0,1122,2210,99,61,37,0,0,0,0,420,78,47,22,0,0,0,0,0,0,0,0,0,0,0,6,1926,120,65,28,0,0,0,0,61,123,168,4101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,5025,98,56,29,0,0,0,0,25,51,98,2786,1371,0,0,0,0,0,0
0,12,0,0,1736,1170,111,76,38,8,0,0,261,494,92,59,34,0,0,0,0,0,0,0,0,0,0,0,0,2013,112,55,23,12,12,0,0,115,153,182,3989,0,12,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1584,2435,3678,94,55,22,0,0,0,0,34,52,89,1479,2139,0,0,0,17,10,0
153,295,543,1034,2054,644,111,89,74,85,125,211,439,310,87,65,25,0,0,0,0,25,36,65,79,140,259,516,1028,2088,90,39,11,28,87,121,162,217,166,167,3870,1780,1624,1392,1166,924,710,592,495,402,329,264,187,127,73,30,12,43,82,137,219,282,371,459,577,826,1086,1436,1739,2009,2241,2469,2636,2816,2969,3120,1667,2424,111,68,32,0,0,0,8,45,67,99,792,2558,1278,640,336,256,65,100
349,602,883,1156,1252,433,140,138,149,183,231,300,355,220,84,66,31,0,0,0,0,114,110,163,239,346,516,821,1107,1114,68,35,12,0,9,23,37,56,80,112,1967,267,328,377,403,342,190,146,91,75,71,69,61,59,44,18,12,36,50,65,79,98,126,134,186,390,498,610,565,486,410,346,280,276,267,252,212,1495,97,68,43,11,0,0,9,53,68,111,475,1530,1436,1086,739,771,178,245
611,823,968,1011,786,318,176,189,200,248,273,294,268,175,84,61,25,0,0,0,0,257,223,324,421,546,738,910,869,599,80,51,28,11,0,7,21,49,79,99,1748,208,272,357,457,486,178,159,89,61,54,56,42,40,41,17,8,28,30,36,50,77,96,125,210,518,590,658,535,404,311,238,227,248,233,194,144,1319,95,67,26,0,0,0,0,42,66,97,316,941,1177,1129,927,1392,293,430
8823,8481,8051,7530,6639,5930,5465,5206,4963,4760,4585,4418,4244,4082,1056,523,148,0,0,0,0,690,821,1413,2387,2162,1868,1459,992,545,208,144,95,56,10,0,5,40,59,96,1568,91,133,244,405,790,191,154,73,28,30,20,16,11,17,11,16,13,6,12,19,61,101,149,241,754,700,705,360,190,140,130,199,200,195,111,66,1166,84,56,26,0,0,0,0,52,137,207,381,888,1525,2129,2639,3968,2509,4629
4443,0,0,345,650,534,264,220,111,13,11,0,0,2890,920,616,259,0,0,0,0,1227,1043,1271,1160,0,0,0,0,0,0,0,0,0,0,0,0,34,64,113,1438,11,0,0,0,664,217,186,95,0,0,0,0,0,0,0,0,0,0,0,0,57,121,158,297,1248,633,319,0,27,65,101,254,144,75,0,0,1061,99,59,36,0,0,0,0,0,11,0,0,13,14,0,1347,6466,3598,4576
2177,0,0,0,362,736,287,280,182,0,0,0,0,2405,1240,966,488,7,0,0,0,1781,1042,998,641,0,0,0,0,0,0,0,0,0,0,0,10,45,63,93,1345,7,0,0,6,537,228,220,185,65,0,0,0,0,0,0,0,0,0,0,0,70,142,186,394,1067,0,0,10,38,68,99,178,0,0,0,0,974,96,62,25,0,0,0,0,0,0,0,0,0,0,0,695,8943,3487,3357
1117,11,0,0,0,562,303,342,348,167,0,0,0,1743,1456,1424,918,0,0,0,0,2226,872,668,323,0,0,0,0,0,0,0,0,0,0,0,0,22,50,71,1272,0,0,0,0,384,221,210,181,109,0,0,0,0,0,0,0,0,0,0,0,126,192,211,582,852,0,0,0,23,71,86,111,0,0,0,180,905,85,55,36,0,0,0,0,0,0,0,0,0,0,0,0,10442,2895,2245
589,13,0,0,0,386,232,298,325,315,0,0,0,982,1421,1913,1900,0,0,0,1275,2592,678,434,193,11,0,0,0,0,0,8,0,0,0,0,0,12,45,76,1218,0,0,0,0,239,236,237,234,189,0,0,0,0,0,0,0,0,10,11,0,171,223,202,984,523,0,0,0,21,61,72,96,113,198,280,371,643,88,49,22,0,0,0,0,0,0,0,0,10,0,0,0,11540,2161,1417
381,14,0,0,7,244,157,220,320,574,507,441,374,554,925,1769,3614,3553,3493,3416,3366,2032,667,294,137,41,27,26,34,25,26,37,8,0,0,0,0,12,42,65,1151,707,544,373,203,175,181,198,249,378,318,265,194,142,84,29,10,47,104,188,260,328,229,155,856,0,0,0,0,24,48,79,90,107,120,115,113,371,78,55,26,0,0,0,0,24,70,140,0,28064,25944,23184,19935,16527,2618,1241
72,0,0,0,0,110,73,78,75,85,88,84,103,99,81,72,73,70,75,63,50,27,8,0,137,65,58,57,60,53,48,41,11,0,0,0,0,10,37,50,377,263,317,314,219,123,116,116,88,84,74,87,64,59,52,23,7,24,40,66,76,72,88,95,752,0,0,0,0,33,56,75,70,85,91,79,89,258,59,49,27,0,0,0,0,23,48,61,4151,4184,5496,6495,6673,4718,535,245
135,0,0,0,0,39,28,34,39,44,51,56,70,72,53,46,41,34,37,32,25,9,0,5,213,91,79,79,82,71,61,42,22,0,0,0,0,9,29,31,203,162,251,324,326,124,93,79,53,45,36,54,51,44,44,17,2,22,33,53,59,66,79,92,681,0,0,0,0,24,42,45,56,60,59,58,74,148,48,50,30,0,0,0,0,34,43,37,1974,2738,4405,6504,8579,8870,836,386
220,0,0,0,0,18,11,10,14,14,12,14,28,47,27,22,21,16,13,11,11,0,6,23,831,570,498,401,314,231,138,69,45,7,0,0,0,0,7,9,70,74,156,264,500,130,87,72,41,20,13,15,20,18,27,6,0,8,16,40,25,31,54,88,604,0,0,0,0,32,24,21,35,24,17,27,43,49,19,34,7,0,0,0,0,16,14,14,588,1068,2123,4292,8402,16822,1234,632
400,0,0,0,5,57,29,24,10,0,0,0,0,7,0,0,0,0,0,0,0,16,30,48,873,0,18,21,21,38,8,0,29,0,0,0,0,0,0,0,0,0,0,0,408,158,84,60,28,0,0,0,0,0,0,0,0,0,0,7,0,16,55,87,533,18,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,16191,1721,1013
793,0,0,0,0,105,57,42,29,0,0,0,0,0,0,0,0,0,0,0,0,13,40,62,937,0,0,0,0,12,0,7,77,0,0,0,0,0,0,0,0,0,0,0,299,200,80,63,36,0,0,0,0,0,0,0,0,0,0,0,0,26,59,91,431,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15331,2323,1678
1575,0,0,0,0,163,71,48,24,0,0,0,0,0,0,0,0,0,0,0,0,10,43,78,998,0,0,0,0,0,12,22,111,0,0,0,0,0,0,0,0,0,0,0,166,300,64,48,14,0,0,0,0,0,0,0,0,0,0,0,0,37,69,97,345,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14183,2833,2567
3100,0,0,0,113,231,83,59,27,0,0,0,0,0,0,0,0,0,0,0,0,15,42,78,1061,0,0,0,0,13,24,44,161,0,0,9,0,8,0,0,0,0,0,0,0,245,69,55,22,0,0,0,0,0,0,0,0,0,0,0,0,25,59,75,262,8,0,0,0,0,11,0,0,0,9,0,0,7,0,0,0,0,0,0,0,7,11,13,0,0,0,0,0,12748,2995,3530
6340,5534,4428,3146,2012,1111,567,240,80,6,0,0,0,13,12,13,11,0,0,0,0,16,43,80,1132,0,0,0,6,32,45,61,214,111,77,69,49,72,24,19,16,0,0,0,0,183,70,51,28,0,0,0,0,0,8,14,34,26,3,0,13,41,54,62,183,0,0,0,9,63,143,210,899,1907,2961,3819,4488,5001,5347,5616,5880,6134,6310,6454,6614,6740,6846,6958,7043,7133,7218,7301,7372,11240,2425,3903
1631,2103,2427,2225,1476,785,467,204,61,0,0,0,0,55,45,41,35,5,0,0,0,26,48,80,1227,10,0,0,8,43,52,68,164,136,132,104,88,173,47,33,13,0,0,0,0,117,54,49,43,8,0,0,0,18,27,32,111,42,21,8,0,8,23,49,123,0,0,0,0,35,61,103,1334,1973,1973,1673,1299,929,673,512,466,399,296,259,244,176,144,128,121,115,114,91,97,2613,917,1282
1227,1850,2594,2980,2083,1134,689,341,112,0,0,0,0,117,68,53,27,0,0,0,8,44,62,81,1297,0,0,0,0,33,69,82,153,151,168,139,132,289,63,54,31,0,0,0,0,65,32,21,17,0,0,0,6,39,54,57,195,52,44,29,9,0,9,35,73,0,0,0,0,31,76,114,2508,2571,1973,1350,875,519,383,287,370,314,221,184,153,96,86,79,71,71,61,54,75,2085,511,803
532,1030,2088,4022,3053,1487,1020,562,189,0,0,0,0,179,72,51,17,0,0,0,0,29,64,86,1373,0,0,0,0,36,94,156,259,370,493,586,682,1043,74,52,22,0,0,0,0,19,16,7,0,0,0,0,0,24,51,69,515,247,193,112,63,26,6,27,38,0,0,0,11,53,85,102,5066,2641,1344,678,364,190,181,149,415,211,113,84,82,38,30,37,26,38,26,28,45,1758,216,320
37,6,0,2436,4753,1890,1446,908,356,0,0,0,0,238,79,50,18,0,0,0,0,21,54,90,1458,7,0,0,0,0,0,0,0,0,0,0,0,1122,92,67,37,0,0,0,0,0,0,0,0,0,0,0,0,23,50,79,577,0,17,12,9,8,0,2,0,0,0,0,0,28,60,89,4997,0,0,0,0,27,79,106,324,0,0,11,16,0,0,0,0,0,0,0,19,1601,78,54
28,0,0,0,3781,2223,1941,1421,691,0,0,0,0,304,88,54,33,0,0,0,0,29,51,81,1552,12,0,0,0,0,0,0,0,0,0,0,0,1187,87,65,27,0,0,0,0,0,0,0,0,0,0,0,0,22,49,78,644,0,0,0,0,0,0,0,0,0,0,0,0,30,62,98,4934,0,0,0,0,42,79,97,244,0,0,0,0,0,0,0,0,0,0,0,0,1517,82,48
15,0,0,0,2670,2526,2441,2176,1341,0,0,0,0,363,88,54,24,0,0,0,7,48,62,92,1625,0,0,0,0,0,0,0,0,0,0,0,0,1261,87,65,35,0,0,0,0,0,0,0,0,0,0,0,0,36,59,87,745,6,0,0,0,0,0,0,0,0,0,0,5,41,65,101,4864,0,0,0,0,35,71,92,181,0,0,0,0,0,0,0,0,0,0,0,0,1448,81,42
19,0,0,0,1369,2651,2457,3007,2716,0,0,116,223,431,100,60,36,0,0,0,0,36,56,93,1706,0,0,8,0,0,0,9,0,0,0,5,6,1344,86,66,25,0,0,0,0,0,0,0,0,0,0,0,0,29,60,82,811,0,0,0,10,0,0,0,0,0,0,0,0,26,63,97,4793,0,0,0,11,46,53,78,111,0,0,0,0,7,0,0,0,0,0,0,0,1384,93,51
19,0,0,0,0,1481,1834,3152,5439,4897,4127,3143,1962,904,279,138,51,0,0,0,0,45,60,98,1794,26,30,42,22,19,23,35,7,7,23,34,36,1436,87,63,23,0,0,0,0,30,18,30,16,0,0,0,0,26,52,76,873,428,231,130,107,84,16,13,16,0,0,0,0,25,75,116,4723,7,0,0,4,24,49,89,97,113,178,249,314,420,486,573,651,740,816,887,967,1314,83,57
22,0,0,0,0,559,570,809,1097,1482,1868,2009,1733,758,103,58,38,0,0,0,0,31,62,107,1910,65,63,64,50,54,48,34,6,19,43,50,53,1549,92,56,24,0,0,0,0,93,55,47,18,0,0,0,0,24,60,80,510,482,356,229,181,223,43,37,19,0,0,0,0,36,86,117,4608,0,0,0,0,25,56,77,74,78,84,87,77,105,97,105,104,94,102,95,89,271,66,54
39,11,0,0,0,239,294,440,691,1106,1713,2343,2685,1457,101,37,19,0,0,0,0,29,57,103,2035,92,79,88,72,69,52,30,8,19,48,65,65,1654,97,69,48,9,0,0,0,151,72,40,15,0,0,0,0,20,60,89,310,423,415,351,284,442,58,44,18,0,0,0,17,61,88,120,4516,0,0,0,0,19,44,48,53,63,61,51,56,75,59,58,60,57,69,62,59,173,60,56
11,0,0,0,0,71,99,169,265,493,1010,1964,3860,2760,107,56,19,0,0,0,7,31,57,106,2573,456,384,320,243,187,102,41,17,45,123,186,247,1986,95,69,36,0,0,0,0,211,79,46,35,0,0,0,0,18,68,136,320,575,801,1032,1176,1687,83,60,31,9,0,0,13,39,88,128,4428,0,0,0,0,32,29,23,21,31,22,37,35,42,26,28,44,32,45,29,19,76,36,31
0,0,0,0,0,0,0,7,0,0,0,0,2471,5167,90,64,25,0,0,0,13,48,56,101,2646,0,0,0,0,10,0,0,0,8,16,0,0,2061,98,73,27,0,0,0,0,303,87,59,29,0,0,0,0,0,0,0,0,0,9,12,0,1761,115,69,46,12,0,0,5,45,96,132,4327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,10,10
0,0,0,0,0,0,0,0,0,0,0,0,0,5104,83,67,41,9,0,0,0,37,63,100,2721,0,0,0,0,0,0,0,0,0,0,0,0,2143,94,76,45,9,0,0,0,357,70,55,15,0,0,0,0,0,0,0,0,0,0,0,0,1846,104,55,29,0,0,0,0,58,107,146,4234,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1260,5039,94,63,22,0,0,0,0,33,63,98,2801,1421,0,0,0,0,0,0,0,0,0,0,1131,2211,84,80,34,0,0,0,0,426,91,62,15,0,0,0,0,0,0,0,0,0,0,0,7,1945,99,53,22,0,0,0,0,75,131,167,4114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6,0,0,0,1611,2459,3679,93,59,21,0,0,0,0,35,58,87,1440,2165,0,0,0,16,9,0,0,7,0,0,1720,1154,95,80,32,5,0,0,256,498,93,63,29,0,0,0,0,0,0,0,0,0,0,0,0,2012,91,39,25,18,24,0,0,128,154,166,3991,0,15,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
