283,293,347,393,386,1086,1860,2334,0,0,0,0,0,0,0,0,815,0,71,30,0,191,153,134,133,60,10,0,0,0,38,68,98,142,183,219,249,304,351,380,381,3437,347,318,216,115,0,598,0,0,0,0,0,50,15,0,23,70,108,158,163,193,215,226
306,329,366,439,420,787,1341,3027,1562,0,0,0,0,0,0,0,847,0,11,0,0,327,179,143,86,0,0,0,0,0,15,53,92,138,170,194,233,268,323,351,378,3013,340,330,274,186,0,566,445,327,225,137,61,26,0,20,59,90,130,185,207,219,266,272
400,389,398,472,485,648,1050,2047,2637,1356,0,0,0,0,0,0,911,0,0,0,0,491,204,171,58,0,0,0,0,0,0,17,44,87,119,146,211,249,307,327,345,2570,326,317,325,340,180,143,141,113,83,49,24,7,39,131,261,404,657,792,955,624,483,427
934,703,589,577,585,657,868,1483,2043,2417,0,0,0,0,0,0,943,0,0,0,0,628,181,106,0,0,0,0,0,0,0,0,22,67,101,124,178,218,258,272,298,2156,267,248,236,221,173,122,107,82,52,22,9,0,14,45,64,74,119,0,504,864,1149,1398
1226,983,806,718,674,680,806,1200,1645,3312,0,0,0,0,0,0,1026,88,142,243,469,925,233,93,0,0,0,0,0,0,0,0,10,43,74,102,159,200,212,223,272,1792,220,195,197,175,119,74,58,70,15,0,45,13,0,12,22,30,34,0,0,0,0,721
774,1325,1774,1254,1024,866,880,1115,1411,4100,16,0,0,0,0,0,1213,249,315,419,523,488,0,0,0,0,0,0,0,0,0,2,0,16,43,78,127,151,165,211,268,1480,197,143,159,163,87,31,0,14,0,18,151,63,9,0,0,0,0,46,14,0,0,0
112,0,930,1603,2184,2657,1754,1479,2225,6419,21,0,0,0,0,720,1430,360,401,417,402,255,0,0,0,0,0,0,0,0,46,65,25,0,10,47,91,116,145,195,253,1175,150,69,100,174,69,25,0,0,0,27,244,44,0,0,0,0,16,99,0,0,0,4
44,0,0,0,0,1365,1604,0,0,6478,23,0,0,0,0,1271,981,449,413,381,331,154,0,0,0,0,0,0,0,89,143,96,51,19,0,14,55,81,116,177,276,914,197,0,0,96,59,18,0,11,22,50,416,76,0,0,0,16,53,176,87,71,8,0
32,0,0,0,0,698,1997,0,0,6557,59,26,19,0,0,1663,748,453,400,359,260,109,0,0,0,0,0,86,121,210,155,111,78,52,20,0,29,59,79,185,298,586,305,226,108,79,37,0,23,76,142,224,704,0,0,0,17,48,77,176,175,338,98,40
0,0,0,0,0,369,2224,1150,577,6973,96,64,50,13,0,2041,653,435,393,315,203,118,41,11,0,0,0,1489,1339,1240,1087,957,851,317,165,54,28,21,23,234,363,253,56,110,57,45,14,0,0,0,0,0,736,396,206,144,105,111,122,167,201,486,0,0
0,0,14,22,17,233,1239,1876,2198,8243,218,263,396,642,1217,2372,593,453,389,313,233,200,197,280,465,804,1553,1521,0,0,0,0,408,123,90,50,21,0,0,380,201,0,0,34,26,18,0,7,0,0,0,0,372,626,767,893,511,312,263,243,250,668,0,0
139,189,118,117,97,198,0,0,1131,9034,369,493,711,982,1343,1465,560,443,393,355,293,317,418,568,866,1205,781,0,0,0,0,62,297,81,53,36,9,0,0,348,0,0,0,0,0,0,15,62,0,0,0,0,0,0,0,483,573,462,396,367,343,891,465,258
0,127,229,215,185,344,0,0,595,9682,606,788,956,1152,1265,1075,557,465,435,417,397,515,610,709,785,607,0,0,0,0,0,17,112,24,8,11,0,0,0,316,43,0,0,0,0,28,54,133,0,0,0,0,0,0,0,263,462,480,455,452,424,698,599,484
0,0,120,199,224,513,286,152,437,10380,802,953,1073,1170,1085,852,562,541,499,528,546,654,686,704,583,344,0,0,0,0,0,0,41,0,55,38,12,0,0,209,67,25,60,121,245,412,491,688,0,0,51,42,0,0,17,165,357,451,473,489,478,629,637,826
7539,7629,7791,8044,8393,8965,9553,10112,10922,0,12770,12039,11260,10438,9647,8934,8366,7977,7539,7263,6927,6570,6162,5749,5357,5037,1494,842,0,0,0,0,0,25,166,63,25,0,0,121,82,17,13,20,119,73,0,720,752,396,259,215,0,0,1849,2898,3594,4181,4689,5150,5549,5995,6470,7449
85,79,97,189,347,524,700,883,1068,15211,578,515,413,304,202,124,84,152,0,0,16,12,0,0,0,3288,1160,1655,1291,885,435,0,0,25,913,626,546,185,98,58,97,0,0,0,64,0,0,0,616,1058,1470,2587,3038,3326,3496,1788,987,621,408,293,193,152,130,142
0,13,48,196,435,634,858,1033,1122,14309,557,534,462,350,233,94,0,120,0,0,0,0,0,43,153,2664,575,645,746,833,793,0,0,0,945,0,269,84,20,0,50,0,0,0,32,0,0,182,398,387,394,1638,832,445,242,161,127,111,137,92,55,49,38,32
0,0,19,266,576,822,1053,1122,1175,13413,568,511,482,391,296,164,0,88,0,15,0,0,0,60,123,2155,426,440,543,842,1550,1518,1190,1090,1010,0,176,79,23,0,18,0,14,24,26,0,129,319,321,315,333,1410,0,0,0,11,18,30,30,0,0,0,0,0
0,0,0,433,853,1071,1178,1132,1101,12447,616,532,483,444,374,316,160,160,128,96,17,0,32,99,121,1818,326,294,211,95,0,264,112,62,20,0,93,47,22,0,0,0,22,55,75,0,210,266,265,266,303,1188,35,0,0,0,0,0,0,0,0,0,0,0
0,0,0,819,1268,1294,1219,1073,959,11528,614,549,480,417,347,230,100,0,0,0,0,0,32,32,67,1544,301,272,230,155,0,156,122,70,17,0,26,10,0,0,0,0,29,74,248,315,378,265,210,210,267,912,39,0,0,0,0,0,0,0,0,0,0,0
15,23,0,1617,1663,1282,1025,817,751,10683,607,531,492,462,374,284,165,0,0,0,0,0,0,0,42,1294,286,262,253,277,149,103,79,50,15,0,0,0,0,41,39,36,42,0,40,37,44,88,126,174,228,696,30,0,0,0,0,0,0,0,0,0,0,0
1213,1879,2520,3221,1636,835,575,522,608,9928,571,500,448,449,398,349,296,108,0,0,0,0,0,0,59,1068,266,208,176,159,135,97,59,20,0,6,0,0,0,223,264,202,141,71,19,0,0,48,88,138,191,527,27,0,11,17,30,25,20,30,0,0,0,576
1159,1156,1214,637,0,0,269,490,619,9308,557,484,433,401,368,343,268,194,47,0,0,0,0,0,17,828,247,152,124,101,79,50,18,0,15,64,54,229,255,433,146,0,0,13,0,0,0,25,71,141,188,358,10,89,147,198,167,131,99,128,0,0,0,1051
1268,1087,573,0,0,0,505,645,666,8676,562,508,453,396,349,328,280,187,63,0,0,0,0,0,0,636,264,150,106,73,44,19,0,0,21,71,99,483,253,210,0,0,0,0,0,0,0,23,66,146,145,197,7,33,0,168,423,666,918,1247,1414,1640,1858,2084
358,390,0,0,401,732,975,709,618,7982,511,473,419,385,356,308,291,229,95,0,0,0,0,0,0,455,281,119,80,50,14,0,18,0,24,65,116,714,215,143,16,0,0,0,0,0,0,19,50,145,89,73,0,10,0,103,193,215,249,228,251,284,346,360
299,171,0,490,794,573,394,395,473,7353,500,467,369,327,324,308,315,297,164,0,0,0,0,0,0,269,412,79,47,16,0,19,77,61,80,94,120,958,215,138,56,31,0,0,0,36,30,0,19,67,0,0,24,86,144,216,211,191,194,185,221,246,336,293
110,0,931,963,505,265,149,311,474,6798,528,464,360,270,237,232,273,341,293,0,0,0,0,0,0,0,328,48,12,0,15,49,90,114,135,159,159,1193,209,152,85,56,17,0,70,105,50,15,0,6,0,0,0,15,24,55,94,108,115,148,181,208,357,195
0,0,899,0,0,0,0,381,542,6206,538,493,406,291,196,129,171,299,560,134,0,0,0,0,39,107,252,14,0,22,48,83,116,149,162,214,213,2610,1230,1063,773,579,332,0,194,153,139,62,7,0,0,0,0,28,0,17,50,64,77,124,142,174,206,0
361,529,867,0,0,0,363,722,702,5635,509,484,434,317,199,12,0,0,362,199,0,0,0,0,40,40,62,0,18,58,76,107,147,182,195,242,259,2781,0,138,186,323,596,564,500,242,85,0,0,0,0,0,62,83,18,0,14,20,37,82,105,143,162,195
222,230,274,0,0,367,725,647,601,4955,458,439,442,408,311,0,0,0,201,368,336,148,0,0,0,11,26,34,50,91,124,155,190,219,239,284,321,2985,0,0,0,0,0,0,0,0,0,0,0,0,0,96,156,105,54,20,0,0,0,47,73,100,123,180
165,176,236,299,480,694,568,481,476,4388,430,405,400,449,574,352,0,0,0,0,124,240,0,0,13,31,49,78,92,127,145,183,207,241,264,288,354,3209,1595,0,0,0,0,0,0,0,0,0,0,0,140,232,166,125,71,48,11,0,0,24,51,84,116,151
138,178,232,260,279,345,376,394,409,3869,380,305,272,271,357,677,0,0,0,0,0,208,81,24,24,47,79,118,131,162,191,223,252,283,322,322,365,1844,2531,1288,0,0,0,0,0,0,0,0,794,730,698,384,201,149,108,84,41,13,0,5,13,35,67,107
106,147,196,218,244,317,322,343,362,3409,389,306,225,109,0,613,0,0,0,0,0,63,21,0,28,73,110,135,157,193,217,215,261,286,347,364,403,1196,1886,2287,0,0,0,0,0,0,0,0,826,0,78,24,0,198,165,156,134,70,14,0,0,0,43,76
83,116,159,173,239,277,290,316,370,2969,379,342,266,181,0,581,448,323,216,124,42,22,0,17,56,96,153,183,175,228,307,299,323,338,389,407,418,830,1391,3032,1550,0,0,0,0,0,0,0,858,0,17,0,0,336,190,148,71,0,0,0,0,0,18,44
54,81,133,160,221,226,248,281,329,2519,313,339,319,327,187,172,138,127,84,56,19,8,37,117,238,392,660,818,953,603,495,419,402,394,407,466,489,690,1046,2057,2619,1330,0,0,0,0,0,0,922,0,0,0,0,479,205,170,52,0,0,0,0,0,0,14
27,64,110,129,169,188,236,283,318,2150,278,268,242,195,140,134,93,96,54,28,11,0,13,48,78,92,114,0,511,843,1146,1394,908,686,569,541,538,683,904,1509,2056,2412,0,0,0,0,0,0,954,0,0,0,0,637,193,113,0,0,0,0,0,0,0,0
10,37,78,116,146,187,215,243,298,1766,218,211,204,167,108,80,48,72,15,0,48,14,0,8,19,24,24,0,0,0,0,737,1248,1008,805,705,646,702,852,1256,1683,3280,0,0,0,0,0,0,1049,89,140,244,493,942,241,110,0,0,0,0,0,0,0,0
0,16,48,76,101,143,172,223,282,1442,175,147,173,163,82,30,0,15,0,17,149,62,10,0,0,0,0,47,15,0,0,0,767,1340,1792,1258,977,862,868,1090,1470,4079,13,0,0,0,0,0,1209,232,302,422,544,481,0,0,0,0,0,0,0,0,0,6
20,0,8,47,80,117,149,178,259,1161,157,65,107,183,75,27,0,0,0,22,248,52,0,0,0,0,14,104,0,0,0,7,109,0,930,1597,2137,2629,1792,1496,2285,6460,23,0,0,0,0,702,1434,371,409,463,434,250,0,0,0,0,0,0,0,0,47,58
60,12,0,22,52,89,123,182,294,892,170,0,0,100,56,21,0,12,17,49,430,79,0,0,0,18,38,173,97,81,8,0,38,0,0,0,0,1322,1572,0,0,6510,23,0,0,0,0,1265,1015,439,428,439,319,138,0,0,0,0,0,0,0,92,137,87
88,45,24,0,23,55,72,174,311,614,277,195,94,77,33,0,18,77,133,207,701,0,0,0,12,60,81,172,181,359,100,43,32,0,0,0,0,692,1963,0,0,6599,66,23,12,0,0,1704,773,464,435,378,222,101,0,0,0,0,0,68,118,225,156,124
858,320,188,68,25,17,22,243,384,271,77,114,67,44,7,0,0,0,0,0,733,380,193,137,93,101,109,163,196,512,0,0,0,0,0,0,0,365,2196,1127,582,7004,84,64,45,20,0,2066,654,469,409,320,202,113,45,20,0,0,0,1503,1371,1257,1086,967
417,111,91,62,22,0,0,392,207,0,0,26,27,20,0,8,0,0,0,0,385,636,776,901,531,347,259,242,257,677,0,0,0,0,7,16,21,217,1225,1834,2168,8266,193,255,414,685,1240,2412,600,452,379,296,229,174,174,252,420,780,1567,1535,0,0,0,0
305,70,52,37,15,0,0,360,0,0,0,0,0,0,19,67,0,0,0,0,0,0,0,470,556,488,419,365,351,912,482,260,134,191,141,122,102,195,0,0,1084,9112,437,566,783,1062,1389,1516,555,443,397,338,319,336,442,608,859,1255,819,0,0,0,0,53
135,25,8,8,0,0,0,328,65,0,0,0,0,25,54,150,0,0,0,0,0,0,0,256,405,471,470,463,431,686,619,502,0,105,215,210,181,343,0,0,537,9791,663,795,1023,1170,1226,1025,525,480,446,405,416,481,566,707,762,655,0,0,0,0,0,13
46,0,48,40,9,0,0,199,99,14,39,96,223,400,467,681,0,0,45,33,0,0,11,186,318,424,480,506,511,608,623,864,0,0,121,205,210,489,247,143,358,10463,857,987,1123,1122,1034,820,577,515,516,517,553,636,680,703,593,365,0,0,0,0,0,0
0,21,155,64,21,0,0,101,92,12,10,25,132,86,0,713,745,396,253,220,0,0,1806,2888,3594,4127,4608,5095,5542,5974,6407,7437,7524,7618,7773,8023,8364,8998,9538,10081,10856,0,12805,12031,11222,10415,9653,8983,8397,7975,7576,7249,6948,6572,6180,5790,5406,5044,1487,849,0,0,0,0
0,22,909,636,552,191,103,64,104,0,0,0,68,0,0,0,598,1049,1433,2543,3025,3304,3479,1825,993,590,414,313,196,141,132,154,84,89,95,178,339,566,722,918,1092,15217,544,479,385,292,193,128,96,155,0,0,27,20,0,0,0,3304,1119,1670,1311,919,410,0
0,0,941,0,269,83,29,0,52,0,0,0,36,0,0,154,350,377,390,1651,857,439,244,156,121,109,131,87,53,45,37,34,0,16,40,175,427,710,910,1041,1098,14331,600,519,420,348,227,93,0,123,0,0,0,0,0,43,158,2709,543,623,696,885,823,0
1194,1091,1006,0,178,71,25,0,20,0,12,25,31,0,117,289,323,349,335,1419,0,0,0,12,21,24,28,0,0,0,0,0,0,0,16,251,612,931,1072,1151,1165,13404,617,538,462,397,299,172,0,91,0,17,0,0,0,65,139,2178,403,446,511,820,1546,1514
125,76,21,0,92,47,20,0,0,0,19,47,74,0,208,257,258,268,282,1201,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,916,1174,1168,1153,1034,12407,647,543,483,418,336,310,150,160,128,96,15,0,33,99,122,1838,324,290,190,88,0,256
105,73,17,0,24,12,0,0,0,0,30,67,245,302,376,264,227,241,257,935,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,1344,1317,1140,998,870,11505,630,541,491,421,320,237,85,0,0,0,0,0,32,31,69,1561,306,307,240,146,0,138
82,56,6,0,0,0,0,30,32,32,43,0,37,29,55,82,97,151,201,738,23,0,0,0,0,0,0,0,0,0,0,0,14,20,0,1662,1614,1211,935,759,742,10689,602,547,507,448,353,294,153,0,0,0,0,0,0,0,35,1307,279,291,278,275,145,110
44,25,0,8,0,0,0,205,280,214,150,75,14,0,0,45,81,153,212,555,25,0,8,24,23,29,34,39,0,0,0,577,1251,1939,2598,3253,1623,857,599,575,654,9958,569,537,503,439,382,337,284,108,0,0,0,0,0,0,56,1071,239,211,192,163,120,84
