0,0,0,5,10,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,14,44,70,541,81,79,79,45,25,3,0,0,0,0,0,0,0,18,42,811,22,1,19,48,0,1102,0,1,0,66,66,21,3,18,37,64,80,92,117,183,169,163,0,0,0,0,0,40,55,59,88,133,104,104,130,166,221,307,4219,0,0,0,0,0,0,0,0,9,91,0,0,0,0,49,99,0,0,0,0,0,0,0,0,0,0,6,14,125,416,750,1136,1142,1701,0,0,0,0,0,0
0,0,5,15,41,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,21,49,68,457,84,73,80,57,18,0,0,0,0,0,0,0,0,16,32,862,20,2,16,71,0,1112,0,0,4,125,51,15,4,22,31,51,81,98,113,161,165,264,139,96,54,0,0,24,48,0,0,64,88,112,128,169,212,282,4360,0,0,0,13,12,10,10,0,0,101,0,0,0,44,98,70,0,0,0,0,0,0,0,0,0,0,0,4,165,524,1022,1414,1128,1089,0,0,0,0,0,0
0,0,5,23,73,0,0,0,30,40,67,6,4,0,0,0,0,0,0,0,22,55,61,360,54,55,66,74,13,0,0,0,0,0,0,0,0,19,35,904,17,2,15,94,45,1154,0,0,0,163,39,16,6,27,60,98,162,231,297,401,495,392,249,180,167,0,0,593,940,1282,1292,1343,698,417,274,233,206,268,4518,28,46,83,73,40,53,66,101,172,330,209,199,189,179,115,41,0,0,0,0,0,0,0,0,0,0,0,0,301,918,1536,1862,954,513,0,0,0,0,0,0
0,0,6,15,92,57,2,4,83,58,52,18,14,6,0,0,0,0,0,0,33,61,58,294,37,42,55,107,23,0,0,0,0,0,0,0,6,21,43,973,24,6,18,73,66,1539,320,305,270,253,62,31,8,0,0,0,0,0,0,0,261,504,685,882,1069,1082,1107,1130,591,322,0,698,696,544,423,346,285,282,4709,53,56,47,0,0,91,106,143,160,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,133,284,457,591,1583,2123,1075,0,0,0,0,0,0,0,0
0,0,12,38,78,122,14,10,143,79,99,59,36,10,9,0,0,0,0,10,54,61,31,218,0,0,0,77,24,0,0,0,0,0,0,0,7,25,44,1015,0,0,14,58,70,1587,0,15,2,0,0,0,0,0,0,0,0,0,0,0,12,37,61,90,0,0,13,22,19,0,0,360,564,549,507,456,385,358,4949,71,58,29,0,94,167,130,145,131,99,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,197,292,318,264,2559,1286,0,0,0,0,0,0,0,0,0
0,0,0,21,71,188,20,3,281,115,57,0,0,0,19,29,0,0,0,11,44,20,0,186,0,0,0,56,31,10,0,0,0,6,11,10,26,55,54,1052,0,0,11,50,102,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44,72,49,0,0,0,4,0,0,0,179,394,479,499,483,413,387,5211,87,80,110,201,366,514,421,337,170,69,0,0,0,0,0,0,0,6,20,13,12,9,11,9,0,359,353,288,201,2399,0,0,0,0,0,0,0,0,0,0
0,0,0,0,38,238,21,7,295,0,0,0,0,0,0,39,0,0,0,14,23,0,0,176,0,0,0,29,7,0,0,0,4,14,20,0,0,33,63,1105,0,0,0,0,60,1735,0,0,0,0,0,0,0,0,0,0,0,6,20,34,49,46,36,0,0,0,0,0,0,0,0,344,731,1136,1572,1949,2296,2610,0,966,862,772,664,510,300,0,65,25,8,0,0,0,0,9,44,74,113,170,235,322,407,659,688,698,708,361,201,115,2277,820,0,6,0,0,0,0,0,0,0
0,0,0,0,31,301,24,9,311,166,83,0,0,10,40,52,0,0,0,0,10,21,40,166,0,0,0,13,0,0,0,0,5,30,70,0,0,17,43,1147,556,0,0,0,0,1759,4,0,0,0,0,0,0,0,0,9,9,0,4,6,9,7,8,0,0,0,0,0,0,0,259,444,357,325,280,223,227,224,4349,72,69,58,49,47,75,0,37,19,10,0,0,0,0,5,13,27,37,58,83,114,128,220,0,0,0,0,12,26,1372,1681,1210,374,272,178,101,0,0,0,0
0,0,0,0,0,337,29,7,160,178,194,0,0,10,95,41,7,0,0,0,0,6,11,106,39,20,10,0,0,0,0,0,0,0,80,37,21,23,37,630,896,440,215,1916,1779,1769,0,0,0,0,0,0,0,0,22,31,13,1,5,12,15,20,31,0,0,0,0,5,0,266,457,347,302,251,201,171,185,176,4179,64,53,42,23,0,65,0,14,4,0,0,0,0,0,0,5,21,33,54,90,114,120,139,0,0,0,0,6,26,472,902,1718,144,148,143,181,126,42,0,0
9,5,0,0,0,360,17,5,92,151,301,7,0,0,129,31,8,0,0,0,0,0,3,35,4,0,0,0,0,0,0,0,0,0,57,56,48,49,39,332,626,572,392,2147,0,0,0,0,0,0,0,0,0,28,50,35,15,7,14,26,22,31,79,6,0,115,255,384,486,570,375,279,219,173,155,143,164,183,4048,57,49,45,34,0,55,0,6,0,0,0,0,0,0,0,0,10,33,54,107,104,108,57,0,0,0,0,0,4,0,0,1630,122,120,112,87,113,82,0,8
54,28,5,10,0,385,19,4,46,102,386,36,50,95,189,40,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,50,68,66,73,72,216,424,495,430,2383,0,0,0,0,0,0,0,0,45,67,56,44,14,5,17,38,33,41,109,0,0,202,245,207,166,135,119,130,127,110,112,121,157,202,3892,45,36,40,64,54,99,41,14,0,0,0,0,0,0,0,0,11,38,57,140,76,43,0,0,0,0,0,0,0,0,204,1554,96,95,98,86,106,156,119,94
3,0,0,24,14,426,20,4,31,81,495,101,131,169,104,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,33,75,123,174,139,126,173,325,424,434,2616,0,0,0,0,0,0,0,0,101,76,65,43,12,5,31,74,116,176,362,372,392,431,264,145,94,89,93,95,93,87,110,131,164,245,3746,29,10,0,0,0,38,17,6,0,0,0,0,0,0,0,0,21,44,66,95,0,0,0,0,0,0,6,0,0,0,380,1278,68,73,69,57,36,34,18,11
0,0,8,30,36,471,18,4,27,73,770,213,151,80,0,0,0,5,5,22,21,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,83,164,152,154,248,350,415,2829,0,10,7,0,0,0,0,0,168,118,146,105,70,0,0,1,14,28,47,0,7,48,29,25,33,55,67,67,81,85,91,119,177,283,3576,21,6,0,0,0,18,4,0,0,0,0,0,0,0,0,19,40,29,73,44,0,0,0,15,50,99,152,193,212,489,771,1046,54,55,53,50,34,25,12,0
0,8,14,23,43,521,19,2,19,61,814,0,0,0,0,0,0,22,3,15,27,26,47,36,0,0,16,0,0,0,0,0,0,0,0,0,0,86,137,154,223,300,369,3026,1560,35,18,11,6,0,0,139,241,115,78,0,51,0,0,0,3,23,18,0,3,31,0,15,36,45,56,63,81,80,92,148,228,355,3418,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,0,0,0,0,15,37,73,48,31,10,525,534,603,44,38,33,30,24,16,0,0
0,12,29,38,54,585,17,3,11,48,844,438,0,0,0,0,21,36,2,19,37,38,47,73,47,85,40,4,0,0,0,0,0,0,0,0,0,52,138,147,177,263,321,1663,2487,256,483,460,440,422,408,383,214,85,44,0,41,6,0,0,0,7,0,0,0,15,0,18,31,38,53,61,69,62,83,152,270,444,3207,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,3,0,0,23,37,41,0,0,0,1029,525,290,34,29,28,22,13,5,0,0
0,10,36,69,75,647,14,7,18,59,454,683,0,0,0,0,50,28,1,16,41,39,51,68,67,133,0,0,0,0,0,0,0,0,0,2,0,0,64,113,147,225,302,1035,3254,403,254,0,0,0,5,5,2,0,36,0,15,0,9,19,21,0,0,0,0,6,22,32,29,31,31,52,54,42,84,211,404,608,2959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,22,42,29,32,32,68,123,1019,0,0,6,5,7,6,5,0,0,0
0,0,0,31,68,711,17,5,13,46,255,823,0,0,0,0,81,23,3,16,48,58,63,71,75,182,0,0,0,0,0,0,10,6,16,24,17,15,50,94,127,177,253,645,3795,194,0,0,0,0,0,0,0,3,53,0,0,0,0,15,61,3,0,0,0,0,4,0,0,9,18,48,26,17,123,310,550,762,2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,7,19,47,69,876,0,0,0,0,0,0,0,0,0,0
0,0,0,16,57,766,15,6,14,44,162,1082,67,57,34,53,103,14,5,22,46,64,66,90,104,252,133,71,0,5,15,25,49,67,59,57,45,44,60,86,112,139,203,429,4022,0,0,0,0,0,0,0,0,6,71,0,0,0,0,0,89,8,0,0,0,0,0,0,0,0,6,19,0,0,200,464,864,1041,2243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,17,48,66,832,231,168,114,61,18,0,0,0,0,0
0,0,0,9,44,819,19,6,15,39,0,1092,0,3,0,73,70,18,3,19,39,64,65,78,100,178,162,157,0,0,0,0,0,32,53,61,97,130,109,114,138,153,193,322,4186,0,0,0,0,0,0,0,0,8,99,0,0,0,0,54,99,0,0,0,0,0,0,0,0,0,0,4,11,113,405,739,1147,1141,1662,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,17,45,57,543,91,79,72,48,27,5,0,0,0,0
0,0,0,9,31,862,22,5,17,59,0,1102,0,0,3,133,56,22,2,20,38,62,68,83,101,149,175,266,137,81,48,0,0,18,46,0,0,68,94,120,134,147,174,274,4363,0,0,0,2,7,7,10,0,0,109,0,0,0,50,100,65,0,0,0,0,0,0,0,0,0,0,0,6,156,572,1075,1461,1192,1059,0,0,0,0,0,0,0,0,4,13,39,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,26,46,67,455,86,73,75,42,14,0,0,0,0,0
0,0,0,15,30,918,25,4,20,82,44,1144,0,0,0,168,43,21,4,24,60,113,170,233,303,393,489,381,271,190,162,0,0,591,955,1274,1284,1332,690,410,302,258,226,226,4522,27,44,77,67,45,59,77,109,184,338,209,199,189,179,109,39,0,0,0,0,0,0,0,0,0,0,0,0,298,952,1525,1818,928,456,0,0,0,0,0,0,0,0,10,23,69,0,0,0,34,37,69,8,4,0,0,0,0,0,0,0,19,48,73,355,62,61,78,61,10,0,0,0,0,0
0,0,8,21,33,975,17,4,24,62,69,1534,332,318,281,261,70,32,5,0,0,0,0,0,0,0,277,505,685,878,1060,1076,1097,1127,587,299,0,699,695,543,437,365,327,280,4705,46,54,43,0,0,110,121,155,176,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,141,292,452,578,1627,2099,1048,0,0,0,0,0,0,0,0,0,0,8,18,89,62,4,5,82,53,58,21,14,6,0,0,0,0,0,0,29,57,56,276,32,41,68,108,13,0,0,0,0,0
0,0,14,28,37,1013,0,0,20,51,74,1590,0,17,7,0,0,0,0,0,0,0,0,0,0,0,27,41,59,77,0,0,8,23,13,0,0,366,560,538,485,415,364,323,4921,61,59,26,0,100,194,141,159,129,83,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,184,272,289,257,2572,1245,0,0,0,0,0,0,0,0,0,0,0,13,41,63,118,15,6,147,88,100,57,32,8,8,0,0,0,0,16,46,61,34,226,0,0,0,85,19,0,0,0,0,0
8,8,31,65,53,1055,0,0,10,48,96,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,41,59,34,0,0,0,6,0,0,0,175,379,477,499,482,446,385,5170,76,89,109,203,382,523,409,322,156,67,0,0,0,0,0,0,0,6,21,19,12,11,9,8,0,354,365,300,221,2411,0,0,0,0,0,0,0,0,0,0,0,0,0,31,81,194,16,2,285,112,52,0,0,0,18,28,0,0,0,17,34,24,0,192,0,0,0,59,28,10,0,0,0,5
17,0,0,41,60,1099,0,0,0,0,43,1729,0,0,0,0,0,0,0,0,0,0,0,9,21,33,50,35,22,0,0,0,0,0,0,0,0,323,712,1118,1524,1906,2278,2604,0,967,880,781,673,522,298,0,58,17,11,0,0,0,0,8,38,64,107,165,244,323,411,656,684,694,704,364,197,113,2278,865,0,3,0,0,0,0,0,0,0,0,0,0,0,38,240,16,2,301,0,0,0,0,0,0,38,0,0,0,15,13,0,0,182,0,0,0,30,5,0,0,0,5,18
72,0,0,22,49,1136,583,0,0,0,0,1756,7,0,0,0,0,0,0,0,0,9,5,0,1,5,6,4,2,0,0,0,0,0,0,0,250,453,392,331,299,250,237,230,4371,77,65,55,32,34,61,0,38,16,10,0,0,0,0,5,12,27,47,62,80,104,114,214,0,0,0,0,16,34,1329,1678,1233,374,270,177,95,0,0,0,0,0,0,0,0,35,307,16,3,315,169,93,0,0,10,39,53,0,0,0,0,9,23,47,172,0,0,0,13,0,0,0,0,4,35
82,45,26,37,57,597,898,430,221,1897,1776,1766,0,0,0,0,0,0,0,0,18,31,11,5,8,19,17,23,31,0,0,0,0,7,0,267,471,376,300,233,205,186,202,206,4185,70,62,53,21,0,51,0,15,4,0,0,0,0,0,0,5,22,40,62,95,118,120,146,0,0,0,0,5,20,472,883,1722,135,147,145,178,98,41,0,0,0,0,0,0,0,334,20,6,161,166,194,0,0,13,98,35,5,0,0,0,0,6,14,105,39,22,12,0,0,0,0,0,0,0
51,55,51,52,69,342,632,560,407,2122,0,0,0,0,0,0,0,0,0,34,51,33,17,6,10,31,30,31,74,7,0,110,230,385,471,557,372,259,191,146,144,147,167,208,4023,55,59,62,41,0,41,0,6,0,0,0,0,0,0,0,0,15,32,56,96,97,102,54,0,0,0,0,0,5,0,0,1648,103,101,94,115,109,79,0,9,5,3,0,0,0,359,19,5,95,149,283,3,0,0,131,29,11,0,0,0,0,0,5,36,6,0,0,0,0,0,0,0,0,0
47,59,63,65,73,241,421,483,448,2366,0,0,0,0,0,0,0,0,40,72,45,32,24,4,10,32,42,49,115,0,0,212,228,214,157,148,135,122,106,108,133,141,173,216,3861,41,34,46,77,67,98,37,15,0,0,0,0,0,0,0,0,18,35,61,133,75,42,0,0,0,0,0,0,0,0,199,1579,105,96,85,80,105,147,121,96,53,29,7,10,0,387,20,5,51,117,374,41,59,102,188,37,11,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13
74,121,165,131,115,193,330,409,428,2601,0,0,0,0,0,0,0,0,91,76,49,39,28,3,21,58,109,170,360,370,389,417,242,156,114,90,82,86,82,100,115,132,175,248,3719,27,14,0,0,0,41,16,7,0,0,0,0,0,0,0,0,26,37,63,89,0,0,0,0,0,0,5,0,0,0,386,1301,79,70,67,56,49,33,20,13,6,0,0,25,21,430,20,6,35,90,485,90,115,159,96,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,34
0,0,85,161,159,191,289,362,390,2789,0,9,7,0,0,0,0,0,163,112,157,122,85,0,0,5,18,28,45,0,7,48,40,36,45,55,72,81,77,93,104,130,193,294,3558,22,10,0,0,0,17,3,0,0,0,0,0,0,0,0,15,40,24,69,41,0,0,0,17,48,102,150,179,211,493,794,1053,66,53,45,38,28,21,11,0,0,0,12,24,31,473,19,2,28,71,766,221,164,90,0,0,0,4,6,21,18,18,17,0,0,0,0,0,0,0,0,0,0,0
0,0,0,75,127,159,233,302,377,2986,1564,29,21,11,6,0,0,119,239,118,100,0,52,0,0,0,2,23,20,0,5,30,0,19,31,52,56,61,69,78,98,146,239,382,3386,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,44,0,0,0,0,24,45,81,52,39,30,565,558,588,50,38,33,27,18,9,0,0,0,3,18,32,43,526,17,1,23,55,804,0,0,0,0,0,0,17,5,18,26,23,41,28,0,0,16,0,0,0,0,0,0,0
0,0,0,40,118,146,219,270,356,1630,2529,263,504,473,455,437,423,395,245,103,52,0,42,8,0,0,0,9,0,0,0,12,0,20,29,44,49,55,61,59,90,163,312,475,3153,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,3,0,0,34,38,37,0,0,0,1027,490,275,47,33,32,27,15,6,0,0,0,7,23,40,52,582,15,2,22,50,844,436,0,0,0,0,21,36,7,15,31,40,50,63,36,82,40,4,0,0,0,0,0,0
0,5,0,0,70,112,183,213,302,986,3251,407,268,0,0,0,8,9,1,0,28,0,14,0,8,18,19,0,0,0,0,6,23,33,30,33,33,39,50,46,96,235,423,626,2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,26,46,22,24,35,68,123,1017,0,0,10,9,8,10,4,0,0,0,0,8,35,69,70,655,17,5,22,46,444,682,0,0,0,0,48,29,5,22,34,52,71,72,61,130,0,0,0,0,0,0,0,0
14,26,20,17,57,87,151,189,241,624,3814,206,0,0,0,0,0,0,0,2,47,0,0,0,0,13,62,5,0,0,0,0,4,0,0,7,12,37,26,14,120,357,600,842,2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,7,21,38,69,874,0,0,0,0,0,0,0,0,0,0,0,0,0,40,53,717,21,5,21,40,245,814,0,0,0,0,84,29,7,19,35,47,74,75,73,183,0,0,0,0,0,0,10,7
58,51,42,38,66,92,135,188,214,415,4039,0,0,0,0,0,0,0,0,3,66,0,0,0,0,0,87,5,0,0,0,0,0,0,0,0,6,15,0,0,201,519,826,995,2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,17,42,75,830,227,161,106,61,21,0,0,0,0,0,0,0,0,28,50,767,18,2,25,37,153,1061,64,54,32,64,108,20,9,17,39,54,72,84,89,247,141,74,0,4,14,24,47,65
61,69,104,131,98,101,127,171,198,309,4199,0,0,0,0,0,0,0,0,4,90,0,0,0,0,52,97,0,0,0,0,0,0,0,0,0,0,6,18,108,407,742,1105,1142,1637,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,17,44,75,542,95,86,68,46,29,4,0,0,0,0,0,0,0,15,40,813,24,5,25,41,0,1071,0,2,0,93,74,24,4,14,36,54,79,87,97,164,163,159,0,0,0,0,0,30
42,0,0,77,100,118,133,161,191,275,4353,0,0,0,11,11,9,10,0,0,100,0,0,0,57,100,65,0,0,0,0,0,0,0,0,0,0,0,4,160,597,1071,1463,1184,1049,0,0,0,0,0,0,0,0,7,18,38,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,24,53,72,446,75,80,76,49,17,0,0,0,0,0,0,0,0,14,38,869,26,6,29,67,0,1081,0,0,0,140,53,19,4,14,41,56,80,92,116,147,171,263,143,77,38,0,0,12
916,1260,1270,1324,695,416,283,236,231,270,4520,26,49,80,70,39,42,50,88,170,327,207,197,187,177,100,37,0,0,0,0,0,0,0,0,0,0,0,0,291,999,1559,1827,929,460,0,0,0,0,0,0,0,0,8,20,62,0,0,0,29,37,67,6,6,0,0,0,0,0,0,0,18,52,64,363,59,66,76,69,15,0,0,0,0,0,0,0,0,21,42,916,17,1,27,93,52,1124,0,0,0,184,55,23,7,17,50,93,156,211,288,382,479,371,269,179,146,0,0,567
601,324,0,685,718,586,461,349,297,294,4721,61,66,41,0,0,86,102,161,183,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,127,283,444,588,1637,2048,1001,0,0,0,0,0,0,0,0,0,0,12,31,90,60,11,5,78,62,53,19,15,4,0,0,0,0,0,0,31,58,57,278,28,37,61,106,14,0,0,0,0,0,0,0,4,19,42,982,25,5,26,63,69,1530,350,334,291,278,70,29,5,0,0,0,0,0,0,0,267,494,689,888,1054,1068,1090,1115
19,0,0,333,524,538,500,435,372,342,4958,54,48,18,0,103,164,127,165,135,86,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,182,284,298,260,2562,1242,0,0,0,0,0,0,0,0,0,0,0,7,40,77,123,16,4,128,78,96,62,36,9,8,0,0,0,0,10,50,68,43,220,0,0,0,87,19,0,0,0,0,0,0,0,7,22,50,1018,0,0,24,50,77,1583,0,23,6,0,0,0,0,0,0,0,0,0,0,0,26,44,62,88,0,0,14,24
0,0,0,175,367,470,486,493,450,385,5225,81,87,97,200,362,508,427,348,165,61,0,0,0,0,0,0,0,7,22,14,14,14,17,13,0,372,361,278,207,2416,0,0,0,0,0,0,0,0,0,0,0,0,0,22,81,186,16,6,276,123,61,0,0,0,18,28,0,0,0,15,49,29,0,180,0,0,0,62,25,10,0,0,0,9,8,10,29,52,67,1069,0,0,21,57,111,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,39,63,42,0,0,0,2
0,0,0,324,709,1109,1493,1877,2239,2558,0,963,859,767,678,519,309,0,66,23,7,0,0,0,0,5,36,64,107,178,250,324,411,656,689,699,709,351,209,142,2292,854,0,5,0,0,0,0,0,0,0,0,0,0,0,53,243,17,6,292,0,0,0,0,0,0,38,0,0,0,17,24,0,0,170,0,0,0,36,4,0,0,0,1,18,25,0,0,29,50,1107,0,0,0,0,58,1739,0,0,0,0,0,0,0,0,0,0,0,8,21,37,52,33,31,0,0,0,0,0
