0,45,89,111,457,252,0,0,0,589,125,86,40,0,0,0,0,0,0,0,0,0,0,0,8,31,52,78,660,0,0,0,0,0,0,0,0,0,0,0,57,521,35,12,0,0,0,0,0,71,170,234,1253,0,0,0,119,216,58,42,29,0,0,0
12,69,86,97,366,0,0,0,11,481,127,81,59,0,0,0,0,0,0,0,0,0,0,0,0,23,40,58,566,0,0,0,0,0,0,0,0,0,0,0,111,394,15,0,13,0,0,0,0,42,117,198,1416,10,0,0,232,171,91,58,26,0,0,0
3,36,54,71,279,0,0,0,0,350,108,75,43,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,508,176,0,0,0,0,0,0,11,0,0,0,215,278,0,9,54,36,0,0,0,688,1161,1540,0,0,0,0,346,167,110,62,23,0,0,0
0,15,30,55,204,0,0,0,0,263,80,69,60,22,22,18,43,31,32,21,52,44,15,6,0,15,0,10,258,332,271,217,164,96,44,22,75,123,227,307,382,256,232,344,511,718,859,989,1139,1276,735,490,1752,763,698,630,580,175,107,70,38,22,16,9
10,0,9,33,118,0,0,0,0,190,64,35,9,0,17,37,68,63,67,66,161,68,42,25,11,68,15,0,41,41,38,39,27,26,17,4,19,48,84,86,92,125,147,154,189,217,223,236,239,190,168,193,679,71,64,34,11,0,118,87,68,56,35,25
37,10,0,21,75,0,0,0,0,118,38,15,0,11,32,52,88,102,105,111,305,89,55,30,9,133,33,13,9,9,10,14,11,10,5,0,6,32,53,59,71,103,113,139,159,206,197,164,128,109,125,150,506,54,52,17,0,7,232,127,109,84,66,59
94,44,5,0,6,0,0,0,0,73,16,0,34,78,149,205,286,207,179,163,505,180,103,47,12,253,142,189,323,291,260,191,145,113,77,44,0,29,32,36,50,70,82,111,167,221,127,81,68,75,95,117,351,17,24,0,15,31,360,143,118,111,102,95
61,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,164,297,267,246,800,113,0,0,0,375,180,183,176,0,10,0,0,0,0,0,0,0,0,0,12,34,58,90,172,89,0,0,27,54,71,88,241,0,0,0,23,47,587,324,409,321,224,137
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,225,259,966,0,0,0,0,502,208,175,127,0,0,0,0,0,0,0,0,0,0,0,0,17,48,71,97,0,0,0,9,33,55,70,160,11,0,0,24,52,809,293,193,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,167,226,1120,565,0,0,0,640,201,137,81,0,0,0,0,0,0,0,0,0,0,0,0,8,23,32,34,0,0,0,0,21,35,42,54,0,0,0,25,77,984,208,101,0,0,0
13,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,66,203,386,1042,1719,0,0,0,768,179,133,70,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,9,0,0,0,0,0,6,10,10,20,25,0,0,645,0,910,488,0,0,0
333,162,36,17,107,204,315,464,588,736,885,1028,0,357,256,182,87,19,14,62,80,112,2421,1939,1835,1742,868,696,524,396,312,243,175,114,62,20,0,0,0,0,0,28,93,154,235,296,346,414,470,538,604,662,728,810,924,997,1072,1154,1430,544,840,718,604,473
204,162,23,23,65,118,158,188,204,218,197,217,939,106,95,74,54,17,13,54,76,109,372,136,133,120,102,103,108,91,77,71,51,30,13,0,12,0,0,0,0,30,37,41,45,39,33,39,47,47,44,35,48,58,66,80,87,90,535,173,180,179,203,222
206,222,21,19,59,134,170,186,168,152,146,172,736,70,76,79,62,19,11,49,61,73,210,98,84,83,74,60,61,57,44,42,34,12,0,9,62,0,0,0,0,0,7,13,12,14,13,13,11,10,12,9,14,16,28,46,51,60,362,115,120,116,139,186
163,343,23,19,66,163,152,157,92,92,109,154,572,27,24,31,47,11,0,33,26,47,77,62,34,35,42,23,22,21,16,9,2,0,16,38,127,10,0,0,0,29,59,112,144,194,239,311,346,376,230,135,96,0,6,14,11,29,226,82,71,53,63,106
0,297,22,19,64,181,87,52,0,45,92,148,434,0,0,0,11,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,30,65,214,16,0,0,0,0,0,0,0,0,6,16,0,180,222,205,242,0,0,0,0,10,116,45,29,0,0,0
0,254,20,16,67,117,0,0,0,53,102,139,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,41,66,317,20,0,0,0,0,0,0,0,0,0,0,0,108,192,211,379,0,0,0,0,0,45,31,13,0,0,0
9,212,22,15,74,48,0,0,0,84,111,128,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,64,96,394,0,0,0,0,0,0,0,0,0,0,0,0,58,143,205,549,10,0,0,22,17,13,16,22,0,0,0
0,135,16,9,31,0,0,11,0,89,104,104,119,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,12,0,29,63,102,483,0,0,0,0,0,0,0,0,0,0,0,0,43,121,173,690,0,0,0,81,51,46,30,15,0,0,0
0,84,6,0,13,20,53,108,130,152,85,52,38,0,32,21,26,25,56,49,34,66,33,34,50,43,56,25,7,0,17,52,33,55,91,117,570,0,0,0,0,8,16,21,19,20,19,26,28,62,121,157,809,414,276,89,157,78,69,40,20,0,0,0
9,50,0,4,14,19,18,13,16,20,18,19,18,29,60,62,65,74,183,88,96,111,77,86,90,81,71,45,28,8,31,69,77,79,99,147,675,0,0,0,14,34,52,107,176,257,333,418,516,641,811,1001,1565,1976,0,1234,952,583,276,138,46,0,0,0
0,7,18,32,32,52,65,69,69,68,68,68,68,73,89,94,102,117,349,132,144,135,118,133,132,113,93,65,40,8,32,69,89,111,112,145,779,0,0,0,16,68,0,12,37,51,65,72,89,105,134,148,217,311,894,368,466,457,112,61,16,0,0,0
6,32,74,135,197,267,348,433,526,628,742,878,1699,1764,1852,1946,2044,2185,0,1656,1537,1429,1293,1184,1071,974,273,155,67,11,39,137,214,305,231,204,923,0,0,0,0,107,10,0,7,17,21,28,43,72,102,130,249,352,527,215,411,779,132,73,23,0,0,0
0,0,0,0,0,7,17,17,29,53,82,111,736,0,0,15,21,23,0,0,0,16,10,0,0,595,55,30,8,0,0,0,0,171,233,217,1058,0,0,0,0,157,29,20,0,0,0,0,9,49,80,108,304,406,228,0,0,675,131,77,29,0,0,0
0,0,0,0,0,0,0,0,7,31,66,76,650,0,0,0,0,0,0,0,0,0,0,0,81,539,35,16,0,0,0,0,0,94,205,240,1214,0,0,0,132,220,66,57,30,0,0,0,0,43,84,108,457,233,0,0,0,582,126,87,41,0,0,0
0,0,0,0,0,0,0,0,0,25,49,57,562,0,0,0,0,0,0,0,0,0,0,0,127,383,10,0,7,0,0,0,0,53,151,222,1390,13,0,0,241,161,87,59,23,0,0,0,15,68,87,107,367,0,0,0,11,488,106,79,47,0,0,0
0,0,0,0,0,0,0,0,0,0,9,25,493,178,0,0,0,0,0,0,10,0,0,0,216,277,0,12,40,27,0,0,0,693,1164,1582,0,0,0,0,353,155,94,67,22,0,0,0,6,34,47,72,272,0,0,0,0,371,105,80,36,0,0,0
41,34,33,25,55,40,14,5,0,21,0,11,249,311,262,205,154,81,37,20,83,137,239,338,413,297,239,375,545,733,879,1020,1149,1277,754,516,1733,758,695,625,578,160,117,79,36,16,13,3,0,22,33,59,208,0,0,0,0,269,82,74,53,21,22,13
57,61,79,79,168,67,38,22,10,75,13,0,50,43,42,39,36,29,19,8,32,65,94,107,100,115,121,153,198,204,226,212,201,192,191,189,664,68,64,29,9,0,132,83,66,45,47,26,4,0,8,36,126,0,0,0,0,197,61,45,11,0,17,36
84,84,105,118,328,83,51,37,12,135,36,16,8,10,14,9,5,10,8,0,10,43,49,68,76,85,106,141,172,203,205,152,143,131,136,156,483,40,37,12,0,14,249,115,96,89,80,47,31,12,0,12,72,0,0,0,0,125,41,15,0,14,33,62
286,211,192,174,542,176,110,52,12,245,124,165,311,278,246,175,135,102,62,31,0,31,24,35,41,53,81,110,156,212,111,70,72,75,87,109,338,27,27,0,17,31,395,155,123,124,96,87,96,48,11,0,10,0,0,0,0,69,23,0,34,78,145,208
143,268,233,218,821,108,0,0,0,375,176,188,184,0,11,0,0,0,0,0,0,0,0,0,13,30,66,79,181,104,0,0,24,56,74,109,236,0,0,0,19,52,608,282,397,318,222,145,64,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
0,160,208,243,979,0,0,0,0,492,182,188,132,0,0,0,0,0,0,0,0,0,0,0,0,10,43,55,110,0,0,0,12,47,55,73,142,5,0,0,20,55,833,267,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,105,167,242,1130,567,0,0,0,621,196,161,72,0,0,0,0,0,0,0,0,0,0,0,0,9,31,36,43,0,0,0,0,20,23,40,53,0,0,0,22,85,1008,186,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,179,375,1039,1718,0,0,0,762,208,141,61,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,0,0,0,0,0,7,10,9,16,15,0,0,632,0,912,517,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,13,0,0,0
80,18,19,64,100,121,2407,1952,1836,1749,868,670,520,387,305,229,161,99,54,14,0,0,0,0,0,34,96,160,225,283,336,414,465,528,586,649,718,805,902,967,1053,1132,1426,526,850,724,591,456,335,158,36,26,111,195,312,470,600,728,883,1002,0,346,261,173
63,19,19,64,84,89,336,128,110,121,116,99,113,89,88,73,56,28,11,0,19,0,0,0,0,30,36,35,43,48,45,42,39,41,35,41,46,54,57,80,93,100,545,172,192,220,216,200,194,134,27,30,67,117,163,197,191,191,193,198,971,98,105,83
60,23,12,48,50,64,203,96,72,75,87,61,72,62,55,49,38,10,0,10,67,0,0,0,0,0,5,7,13,9,8,9,9,12,14,15,11,22,31,53,55,73,358,100,96,130,164,195,224,196,28,23,55,124,153,183,158,145,152,159,760,70,72,69
43,14,0,32,21,43,74,65,33,23,42,15,14,16,13,9,6,0,12,30,134,13,0,0,0,31,61,116,150,190,241,319,351,384,211,137,95,0,5,18,17,40,230,75,60,50,66,116,185,336,26,25,67,147,139,174,102,86,111,132,596,29,26,31
8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,30,52,220,17,0,0,0,0,0,0,0,0,15,18,0,208,222,192,225,0,0,0,0,9,122,54,28,0,0,0,0,294,28,23,65,179,103,67,0,32,92,140,465,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,51,64,321,19,0,0,0,0,0,0,0,0,0,0,0,119,195,214,375,0,0,0,0,0,45,32,13,0,0,0,0,248,24,19,63,113,0,0,0,58,104,139,351,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,68,90,413,0,0,0,0,0,0,0,0,0,0,0,0,76,158,215,542,14,0,0,20,18,14,18,22,0,0,0,12,208,15,16,74,51,0,0,0,74,103,127,248,0,0,0
0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,14,0,28,70,92,498,0,0,0,0,0,0,0,0,0,0,0,0,49,111,207,677,0,0,0,73,47,34,30,13,0,0,0,0,139,13,9,33,0,0,11,0,85,100,95,128,0,0,0
31,26,53,55,37,71,47,39,55,39,58,23,4,0,17,60,36,52,76,109,577,0,0,0,0,11,20,23,20,27,28,27,27,68,104,178,812,421,267,87,150,74,64,46,17,0,0,0,0,87,6,0,13,17,50,105,127,149,86,63,47,0,33,32
67,74,194,102,91,99,80,87,77,77,74,39,21,9,30,75,81,94,100,138,686,0,0,0,11,32,49,117,179,256,342,430,516,640,787,1004,1539,1954,0,1214,962,602,295,144,43,0,0,0,9,50,0,8,21,23,25,26,25,23,24,21,21,30,44,64
107,103,350,126,143,144,140,140,119,115,85,53,35,9,33,83,102,109,123,149,795,0,0,0,14,65,0,15,37,49,52,61,68,92,112,172,206,308,943,317,447,470,131,75,19,0,0,0,0,9,10,25,47,52,52,53,64,61,72,72,77,80,71,97
2082,2199,0,1625,1505,1392,1263,1143,1028,949,254,146,60,10,39,135,228,316,236,217,925,0,0,0,0,103,17,0,6,7,14,30,42,77,116,153,231,345,590,216,386,760,129,76,20,0,0,0,4,36,74,116,184,266,348,429,529,624,737,860,1709,1787,1868,1958
15,10,0,0,0,8,10,0,0,592,48,28,4,0,0,0,0,171,223,265,1095,0,0,0,0,153,40,19,0,0,0,0,13,58,84,98,287,419,244,0,0,667,136,79,28,0,0,0,0,0,0,0,0,13,18,24,36,56,85,101,755,0,0,5
0,0,0,0,0,0,0,0,50,534,35,11,0,0,0,0,0,95,164,236,1256,0,0,0,119,213,67,41,26,0,0,0,0,47,79,105,463,243,0,0,0,573,124,80,35,0,0,0,0,0,0,0,0,0,0,0,9,37,57,75,670,0,0,0
0,0,0,0,0,0,0,0,112,408,13,0,14,0,0,0,0,64,139,206,1427,10,0,0,238,180,87,56,31,0,0,0,17,68,80,94,367,0,0,0,12,493,120,91,43,0,0,0,0,0,0,0,0,0,0,0,0,18,35,56,570,0,0,0
0,0,0,0,9,0,0,0,204,284,0,11,61,38,0,0,0,688,1190,1573,0,0,0,0,338,160,91,72,27,0,0,0,10,33,46,77,279,0,0,0,0,366,104,97,51,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,510,187,0,0
171,90,43,21,73,137,223,317,396,282,230,352,506,711,857,993,1148,1277,756,500,1721,745,673,614,561,167,109,81,40,20,20,7,0,7,29,61,201,0,0,0,0,266,84,70,66,26,22,14,33,28,30,22,40,38,11,8,0,25,0,5,251,340,279,218
41,31,20,6,28,59,75,109,104,124,135,152,182,229,225,222,209,199,196,189,660,85,62,38,8,0,137,92,68,56,48,32,10,0,12,34,120,0,0,0,0,184,52,34,12,0,19,49,57,64,63,71,156,69,43,24,5,74,17,0,40,40,48,41
9,4,6,0,14,47,57,70,73,92,106,136,170,216,194,169,150,150,133,144,486,65,46,20,0,13,244,125,103,93,71,48,28,9,0,17,72,0,0,0,0,125,36,12,0,7,34,70,84,101,101,106,293,85,60,33,13,135,39,15,16,10,5,8
129,97,67,30,0,32,24,36,47,54,77,106,162,222,120,88,84,91,101,123,329,25,27,0,9,35,383,153,134,131,103,95,95,43,9,0,7,0,0,0,0,74,15,0,36,70,141,206,286,223,200,182,515,182,106,45,12,250,136,185,301,263,234,178
0,0,0,0,0,0,0,0,13,32,61,84,183,106,0,0,23,52,73,91,216,0,0,0,15,45,604,305,409,306,209,131,56,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,149,281,253,257,771,90,0,0,0,387,192,197,157,0,5,0
0,0,0,0,0,0,0,0,0,16,47,67,109,0,0,0,10,36,55,62,143,8,0,0,25,44,812,287,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,231,291,957,0,0,0,0,513,210,178,107,0,0,0
0,0,0,0,0,0,0,0,0,6,24,31,42,0,0,0,0,21,38,42,48,0,0,0,28,85,1021,227,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,167,252,1106,562,0,0,0,651,197,130,59,0,0,0
0,0,0,0,0,0,0,0,0,0,7,7,13,0,0,0,0,0,9,11,11,24,24,0,0,623,0,877,479,0,0,0,18,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,57,186,390,1037,1703,0,0,0,775,182,125,54,0,0,0
173,113,55,18,0,0,0,0,0,34,90,153,236,284,341,419,471,525,588,650,725,804,920,991,1077,1161,1483,536,837,715,591,462,326,143,28,17,107,195,314,463,606,724,879,1025,0,370,269,184,76,21,23,55,93,107,2415,1927,1829,1736,849,658,505,391,307,236
51,33,12,0,14,0,0,0,0,27,35,42,48,42,50,47,40,44,45,47,50,48,64,73,88,93,550,176,183,189,213,215,194,130,19,21,62,109,158,198,204,183,203,223,925,108,106,95,61,21,18,47,78,93,375,132,120,109,116,113,107,92,79,63
26,7,0,10,61,0,0,0,0,0,11,12,13,8,11,5,10,14,14,15,12,17,42,50,64,72,371,132,127,118,142,202,221,207,21,19,58,121,162,186,164,147,162,195,721,58,72,63,49,16,11,43,61,79,211,102,91,74,69,52,58,60,50,33
4,0,13,33,124,13,0,0,0,28,60,116,149,191,244,311,346,378,237,145,108,0,11,13,20,27,219,86,71,63,70,126,181,342,22,19,61,147,157,177,104,84,128,165,554,21,31,40,50,8,0,33,27,45,69,62,35,34,49,24,18,19,20,15
0,10,37,56,201,19,0,0,0,0,0,0,0,0,9,16,0,177,216,201,241,0,0,0,0,10,125,52,32,0,0,0,0,297,24,19,75,189,109,66,0,44,107,144,424,0,0,0,14,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
0,35,64,84,318,21,0,0,0,0,0,0,0,0,0,0,0,107,171,206,378,0,0,0,0,0,50,38,20,0,0,0,0,251,26,15,72,109,0,0,0,53,100,133,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,67,107,402,0,0,0,0,0,0,0,0,0,0,0,0,73,139,204,553,11,0,0,20,18,11,15,22,0,0,0,8,205,22,22,78,46,0,0,0,86,118,121,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,56,100,488,0,0,0,0,0,0,0,0,0,0,0,0,55,120,184,673,0,0,0,79,48,30,29,9,0,0,0,0,135,15,14,27,0,0,10,0,91,102,94,126,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,0,0,0,15
40,53,86,114,581,0,0,0,0,15,14,21,23,21,22,26,30,59,104,174,802,418,279,87,155,75,56,48,13,0,0,0,0,84,9,0,8,17,51,105,127,149,80,49,38,0,30,24,29,30,62,58,48,62,42,40,53,47,58,26,6,0,12,53
78,93,108,132,687,0,0,0,7,35,47,107,185,267,341,426,532,654,798,994,1535,1953,0,1188,919,571,282,150,44,0,0,0,10,46,0,8,13,16,16,20,26,21,22,18,19,40,60,59,62,68,197,116,95,77,81,81,88,79,61,43,21,11,28,65
