0,6,10,15,13,17,8,969,112,36,0,0,0,3,14,15,12,13,14,10,7,5,10,20,17,31,8,10,0,0,0,6,15,66,5,3,23,35,60,80,98,118,135,133,8,6,0,0,5,27,52,93,146,212,170,143,103,106,0,0,0,0,9,14,0,0,2,445,3953,20,6,7,8,7,5,4,0,0,0,3,14,13,0,0,0,149,207,395,368,348,325,303,287,269,238,211,191,119,54,32,4,0,0,10,16,76,116,125,151,156,25,10,0,0,0,11,22,439,352,330,313,293,62,23,0,0,2,8,17,36,67,33,185,368,23,18,11,27,42,87,18,7,0,2,12,20,29,154,0,0
0,0,0,3,0,0,0,896,147,77,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,4,0,0,0,0,0,3,13,40,0,0,3,0,0,1,0,0,71,227,17,15,0,0,0,0,0,0,0,109,202,182,147,193,0,0,0,0,0,0,0,0,0,828,3696,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,266,209,210,0,0,0,0,0,3,0,0,53,96,13,16,0,0,0,0,2,0,35,71,141,273,17,7,0,0,0,8,15,453,0,0,0,209,52,14,0,0,0,8,13,43,43,0,0,347,15,6,0,0,0,72,19,9,0,0,4,20,34,123,0,0
0,0,0,0,0,0,0,828,200,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,25,0,0,0,0,0,0,0,0,0,245,24,13,0,0,0,0,0,0,0,0,99,201,171,294,0,0,0,0,0,0,0,0,0,1642,3282,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,160,108,0,0,0,0,0,0,0,0,0,77,18,11,0,0,0,0,0,0,0,0,0,258,22,12,0,0,0,8,21,472,0,0,3,172,68,37,0,0,0,0,6,45,16,0,0,330,18,6,0,0,0,55,19,14,4,0,5,26,27,95,0,0
0,13,43,100,170,248,320,716,218,323,249,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,8,4,0,0,267,26,7,0,0,0,0,0,0,0,0,0,114,132,365,0,0,0,0,0,0,0,1698,2697,3235,2423,65,41,23,0,0,0,3,0,0,3,3,0,0,0,0,0,436,118,58,0,0,0,0,6,3,0,0,0,52,14,9,0,0,0,0,0,0,45,70,102,235,25,8,0,0,0,8,20,493,0,0,3,125,72,76,47,0,0,0,0,32,0,0,0,306,25,10,0,0,0,29,12,4,0,0,13,27,22,69,0,0
0,20,42,90,132,131,116,274,65,107,184,310,290,268,246,226,207,190,175,145,122,94,72,58,43,30,21,9,0,0,0,3,0,2,0,0,0,25,16,33,35,83,148,287,22,5,0,0,0,0,8,10,0,0,3,110,290,897,1198,1524,1816,1992,2146,2636,3070,3428,1922,1081,790,32,24,33,20,8,3,10,10,12,10,20,15,20,13,147,246,477,71,28,0,0,0,12,18,9,5,0,5,39,12,3,0,0,0,9,33,55,69,47,53,101,21,8,0,0,4,13,15,512,0,0,0,74,52,53,76,57,41,22,3,24,0,0,0,281,24,15,0,0,0,13,5,0,0,11,22,22,17,47,0,0
0,25,58,129,148,117,116,181,25,21,26,26,27,28,21,21,20,17,23,24,27,29,18,14,8,3,3,0,0,0,0,13,4,0,0,0,0,61,45,78,97,134,160,159,21,11,0,0,0,5,14,26,0,0,5,60,183,481,607,663,521,343,263,929,849,634,387,260,209,19,15,9,6,0,8,13,16,25,20,27,26,26,24,298,253,274,65,31,3,0,0,37,19,16,8,3,0,14,8,0,0,0,6,15,22,24,19,30,31,52,18,12,0,0,5,26,26,535,0,0,0,34,23,30,24,22,20,14,1,18,0,0,0,260,23,11,0,0,0,2,0,5,0,0,3,7,8,26,0,0
16,49,84,168,147,117,93,93,13,12,8,11,14,8,6,6,6,6,10,11,13,20,10,8,0,5,2,0,0,0,0,26,13,3,0,0,0,141,128,206,338,284,213,113,29,10,0,0,5,18,24,46,0,0,2,105,286,777,694,668,329,185,152,1587,785,393,192,101,72,8,9,0,0,13,37,84,120,151,197,251,307,2409,2429,0,349,213,56,14,0,0,0,72,51,67,46,33,10,4,0,6,0,0,0,1,15,11,13,22,15,19,12,5,0,0,0,20,26,564,0,0,0,15,8,15,5,6,7,11,0,6,0,0,0,238,20,14,0,0,0,0,2,23,10,0,0,4,3,5,0,0
24,54,89,260,141,80,43,29,0,0,0,0,3,0,0,0,0,0,0,0,0,5,2,0,0,19,7,4,0,0,0,42,16,2,0,0,3,239,163,199,186,0,0,0,0,0,0,0,0,10,24,65,0,0,6,206,455,1237,610,312,0,43,111,1507,0,0,0,0,4,0,0,0,0,11,21,53,28,15,43,50,59,2072,0,0,0,4,0,0,0,0,0,112,50,34,0,5,3,0,0,16,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,21,24,597,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,221,17,18,5,0,0,4,12,52,7,0,0,4,6,16,0,0
47,75,87,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,6,0,0,0,58,21,9,0,0,2,351,193,209,98,0,0,0,0,0,0,0,0,8,24,89,0,0,0,403,652,997,0,0,0,80,135,1441,0,0,0,0,0,0,0,0,0,13,18,31,0,0,47,58,68,2032,0,0,0,0,0,0,0,0,0,144,36,19,0,0,0,0,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,9,5,0,0,0,3,14,71,0,0,0,12,13,39,2,0
93,105,105,170,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,51,13,12,0,0,0,78,26,9,1,0,3,439,154,106,0,0,0,0,0,0,0,0,0,7,20,108,56,32,0,854,887,678,0,0,0,159,168,1372,0,0,0,0,0,0,0,0,0,7,14,27,30,56,86,70,58,1983,0,0,1,0,0,0,0,0,0,171,35,22,5,0,0,7,12,45,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,24,635,315,0,0,0,4,0,0,0,0,0,0,0,28,57,97,183,9,0,0,0,0,3,11,89,0,0,0,8,19,57,0,0
180,109,76,93,0,0,0,7,12,11,8,10,7,10,10,14,7,7,9,16,10,14,12,20,39,71,22,14,1,0,0,100,29,16,4,0,0,510,114,56,0,0,0,11,30,87,433,768,1013,1202,1320,1455,1548,1625,1661,1694,862,460,255,280,300,317,175,1284,523,439,345,188,43,11,0,0,0,9,19,31,31,35,34,35,28,1948,1835,1812,1775,1699,1599,1476,1272,985,655,421,105,22,0,0,0,7,17,63,29,22,11,13,10,6,11,5,11,10,10,20,13,5,8,20,26,345,497,255,132,72,14,2,0,0,0,4,21,39,59,53,53,64,3,0,4,13,11,15,18,113,2,0,0,13,40,122,139,163
20,25,23,45,3,0,0,26,28,21,20,23,18,19,19,22,23,26,27,29,29,28,37,41,58,51,23,13,4,0,0,122,25,11,0,0,0,550,79,41,0,0,0,5,21,97,670,643,492,340,217,155,107,68,61,44,32,31,25,31,24,26,34,651,146,185,271,295,52,19,0,0,2,12,16,18,17,29,25,26,20,85,44,59,104,162,236,376,553,659,477,276,107,31,0,0,3,18,40,99,133,163,184,210,230,251,277,306,327,350,376,404,440,455,472,503,536,728,987,1133,1219,0,34,12,0,0,0,4,13,16,20,19,17,31,0,3,10,15,14,22,21,138,6,0,0,8,12,16,13,21
11,12,8,15,0,0,0,69,60,67,128,234,425,410,394,364,336,308,282,260,238,207,190,153,127,84,48,26,4,0,0,146,23,11,0,0,3,597,66,23,0,0,0,8,24,182,1241,629,328,168,93,50,26,20,26,12,11,13,17,13,6,11,18,542,79,124,227,484,84,31,0,0,0,4,6,8,11,21,10,11,9,32,15,19,35,66,106,189,392,790,663,429,175,73,0,0,0,3,8,17,10,13,12,13,8,13,13,17,12,23,20,18,15,5,8,12,18,10,5,6,7,19,4,6,0,0,0,2,14,13,11,9,16,61,107,1414,1429,1449,1465,740,379,348,2,0,0,0,4,4,6,18
0,0,0,0,0,0,0,218,270,466,426,343,215,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,17,9,0,0,4,642,52,23,0,0,0,14,28,333,1130,0,0,0,0,0,0,5,6,0,0,0,1,0,0,5,19,483,9,0,0,426,126,71,3,0,0,0,0,0,3,5,0,0,0,7,3,0,0,0,3,0,0,443,885,664,278,145,0,0,0,0,0,2,0,0,0,0,0,0,3,7,7,7,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,65,112,1293,0,0,746,776,580,637,0,0,0,0,0,0,0,4
0,0,0,0,0,0,166,347,250,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,21,15,0,0,0,669,37,13,0,0,0,18,23,625,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,456,7,0,6,354,140,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,1041,404,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,177,1232,0,0,361,573,584,931,0,0,0,0,0,0,0,0
0,0,0,2,0,0,319,295,202,126,5,7,6,6,7,5,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,201,25,11,0,0,0,692,28,11,0,0,5,25,23,1235,629,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,15,436,6,0,5,270,196,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,534,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,207,214,1125,0,0,185,394,514,1204,2,0,0,0,3,0,0,0
0,139,384,0,1661,1638,1617,1275,1097,970,887,864,829,803,773,741,699,661,619,566,528,504,481,459,429,397,372,355,335,314,294,274,52,20,0,0,0,710,26,11,0,0,5,11,15,1213,0,0,0,15,11,5,14,8,6,8,13,6,0,0,0,4,15,416,5,0,0,155,203,347,313,259,193,99,20,6,0,0,0,12,24,40,57,80,97,121,142,170,200,219,238,561,528,1010,985,966,951,928,903,885,865,837,815,795,777,754,732,708,681,651,604,541,471,368,250,128,47,18,0,0,0,16,35,84,129,174,210,238,277,303,334,360,379,407,233,1014,0,0,95,293,409,1417,4,0,0,5,13,8,0,0
63,256,420,3466,23,22,21,26,30,26,24,30,24,26,30,45,59,69,84,39,27,24,23,38,36,31,16,19,20,23,23,19,16,9,0,0,375,733,25,14,0,0,0,9,21,1196,0,0,0,32,20,18,31,19,15,19,20,12,3,0,0,3,16,391,7,0,0,51,46,53,81,113,160,150,16,7,0,0,0,5,8,14,14,24,20,29,23,28,30,23,22,55,31,33,32,18,21,27,27,25,33,27,22,19,25,28,32,41,48,68,94,124,183,217,217,148,44,28,9,0,0,11,19,80,71,69,48,41,41,36,40,34,27,37,47,883,1,0,0,147,294,1578,0,0,4,11,22,31,0,0
122,369,579,3257,10,10,11,10,16,18,11,15,15,13,18,17,31,51,107,29,23,13,5,13,15,29,6,6,5,7,8,8,15,1,0,0,575,379,27,15,0,0,0,8,25,1175,0,0,0,70,60,76,58,27,26,33,30,20,5,0,0,7,24,366,4,0,0,16,19,21,37,66,131,261,17,11,0,0,0,0,1,4,4,18,9,14,10,20,25,13,8,14,11,7,18,9,9,9,13,9,19,26,17,12,9,7,7,12,21,40,54,72,136,240,255,249,45,31,10,0,0,12,19,124,62,40,26,23,26,19,20,8,9,28,47,844,0,0,0,77,182,1674,0,0,6,14,26,53,4,0
283,613,799,2951,0,0,0,0,0,4,3,1,0,0,0,0,0,0,87,27,20,7,0,0,0,16,0,0,0,0,0,0,5,0,0,0,689,210,28,8,0,0,0,13,27,1149,108,0,0,118,56,37,0,0,45,39,23,11,0,0,0,6,15,338,0,0,0,0,0,0,0,0,0,241,15,10,0,0,0,0,0,0,0,6,0,3,6,11,7,0,0,0,0,0,5,0,0,0,0,0,0,6,4,2,0,0,0,0,0,2,4,0,0,111,226,446,41,33,14,0,0,8,19,105,0,0,0,1,4,0,0,0,0,32,62,806,0,0,0,52,124,1737,850,0,4,17,30,87,8,0
566,872,904,2531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,30,20,7,0,0,0,6,0,8,0,0,0,0,0,0,0,0,766,118,23,10,0,0,0,11,21,1015,240,0,0,148,37,21,0,0,73,36,23,13,0,0,0,5,15,323,0,0,0,0,0,0,0,0,57,221,13,3,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,48,32,15,0,0,11,20,86,0,0,0,0,0,0,0,0,0,47,81,762,0,0,0,32,91,941,1333,0,0,11,30,104,0,0
1169,1175,905,2099,0,0,0,0,0,4,0,0,4,0,0,0,0,0,36,27,22,5,0,0,0,0,7,21,12,7,0,0,5,4,0,0,800,69,25,8,0,0,0,4,19,860,466,0,85,168,31,19,0,0,102,29,21,11,0,0,0,2,12,306,3,0,0,0,2,4,0,60,106,143,10,2,0,0,4,0,0,0,0,0,4,6,10,16,13,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,380,54,48,34,13,0,1,14,65,0,0,0,0,0,0,0,0,46,92,86,713,0,0,0,20,59,502,1605,0,0,9,31,123,63,0
2288,1137,592,1654,1287,1265,1229,1172,1110,1022,895,710,461,187,135,91,66,38,35,24,22,9,0,0,0,3,9,19,25,28,20,16,19,31,0,0,0,2134,68,32,4,0,0,7,17,614,996,979,950,831,713,657,586,519,422,199,58,20,0,0,0,3,17,283,0,0,0,18,39,63,83,106,64,74,4,0,6,11,16,8,8,9,0,0,6,16,17,21,21,25,25,14,14,13,9,12,10,6,4,3,12,15,8,16,4,3,0,0,0,20,41,73,116,185,232,347,35,37,30,24,10,4,13,50,0,0,0,12,24,47,65,90,108,81,64,671,0,0,0,25,71,328,1964,1980,2000,2031,2067,2157,2247,2268
23,23,27,64,31,46,73,109,163,235,350,464,495,76,59,40,21,27,31,28,22,15,3,0,0,6,17,26,31,32,32,33,31,60,2,0,0,2007,22,17,0,0,0,6,9,63,18,31,36,46,58,84,116,174,222,235,20,4,0,0,0,4,19,260,0,0,4,18,18,18,27,26,23,33,0,3,8,17,24,24,19,27,0,0,0,12,18,23,25,39,39,30,18,25,22,20,28,25,26,19,25,28,26,45,13,14,3,0,0,11,28,47,70,98,75,87,21,23,20,16,10,4,9,37,2,0,0,4,13,16,18,23,19,22,36,624,0,0,0,3,11,15,24,18,21,16,19,31,26,21
12,9,17,19,9,15,17,33,60,110,227,436,887,86,64,43,4,6,11,11,15,7,0,0,0,30,63,245,439,462,483,505,278,190,0,0,0,1988,32,21,0,0,0,6,6,37,14,15,11,12,26,32,49,98,196,413,20,5,0,0,0,5,17,239,10,0,0,8,6,6,17,12,11,15,8,18,18,27,27,32,35,50,0,0,0,11,33,59,83,112,150,193,221,298,344,407,430,448,476,491,519,540,564,351,22,14,0,0,0,14,22,48,73,91,40,29,9,13,13,8,5,6,3,13,0,0,0,6,8,5,8,13,8,19,36,593,0,0,0,0,3,10,11,5,4,6,15,17,11,10
0,0,4,0,0,0,0,0,0,0,0,0,838,112,86,68,0,0,0,0,2,0,0,0,16,37,44,316,163,0,0,255,293,328,0,0,0,1951,33,26,8,0,0,0,0,7,5,4,0,0,2,0,0,0,0,396,23,8,0,0,0,6,21,206,12,0,0,0,0,0,4,0,0,0,0,14,30,54,77,99,74,94,0,0,0,0,0,0,3,0,3,16,23,108,61,43,0,0,0,0,0,0,286,661,23,14,0,0,0,15,27,71,90,49,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,560,0,0,0,0,0,0,0,0,0,0,3,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,762,130,105,126,69,0,0,0,0,0,0,0,16,30,47,279,0,0,0,128,232,451,0,0,295,1926,34,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,22,10,0,0,0,6,22,175,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,74,145,74,0,0,0,0,0,0,0,3,16,18,86,0,0,0,0,0,0,0,0,0,681,28,9,0,0,0,13,24,91,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,28,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,684,122,84,100,125,77,0,0,0,0,0,0,31,43,48,245,0,0,0,72,164,537,0,385,600,1601,39,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,22,10,0,0,0,9,21,148,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,50,100,132,65,0,0,0,0,0,0,0,9,13,69,0,0,0,0,4,2,0,0,367,706,30,10,0,0,0,9,27,69,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,11,21,522,175,0,0,0,0,0,0,0,0,0,2,0,4,0
6,3,6,6,0,0,6,31,50,80,116,151,618,142,60,74,88,137,103,67,27,11,10,28,48,38,31,205,0,0,3,55,161,726,745,768,404,1262,52,24,5,0,0,8,29,46,74,90,118,137,157,173,198,226,247,334,22,16,0,0,0,6,13,123,23,14,6,0,11,9,15,11,6,17,4,6,0,0,0,23,46,81,128,134,66,43,21,12,0,0,0,5,11,46,0,0,0,0,54,93,148,298,572,358,22,6,0,0,0,16,25,50,0,0,0,11,11,6,11,13,6,10,11,19,11,5,2,4,5,0,0,0,0,5,20,326,324,252,179,101,43,21,4,0,0,7,13,24,19,10
10,15,13,6,0,0,5,15,18,33,44,59,380,209,32,33,38,49,56,65,19,11,4,13,19,17,21,185,0,0,0,8,16,26,25,27,19,1023,64,31,0,0,0,2,19,12,18,13,18,15,16,24,26,29,23,57,12,15,5,0,0,6,15,96,8,0,0,4,13,15,21,25,21,44,10,8,0,0,3,19,38,49,95,113,93,80,65,51,0,0,0,2,10,31,0,0,0,194,0,838,760,686,517,223,45,19,3,0,3,19,14,32,0,0,0,33,14,21,22,24,24,26,23,27,23,18,22,19,11,6,0,0,0,1,19,150,113,128,145,98,30,12,3,0,3,17,19,55,16,14
315,300,68,25,0,0,2,9,16,30,73,53,228,382,28,19,20,31,44,88,24,12,0,2,10,15,30,161,0,0,0,6,5,15,7,10,7,973,93,52,0,0,0,3,16,9,13,8,15,12,11,9,8,15,14,29,9,7,0,0,0,7,20,68,2,4,21,32,51,76,95,118,136,135,13,8,0,0,6,30,63,100,168,229,173,118,114,124,0,0,0,0,7,15,0,0,1,406,3975,28,7,4,6,7,6,3,0,0,0,7,11,12,0,0,0,153,219,400,375,355,324,304,285,266,234,209,195,121,57,28,5,0,0,8,23,81,107,109,161,161,26,11,0,0,0,11,21,436,353,338
0,205,56,27,0,0,0,7,12,30,53,0,0,357,20,6,0,0,0,65,21,13,0,0,8,17,34,126,0,0,0,0,0,5,0,0,0,904,129,88,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,6,12,41,0,0,2,0,0,3,0,0,69,229,19,17,0,0,0,0,0,0,0,109,212,151,132,211,0,0,0,0,0,3,0,0,0,813,3728,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,271,221,197,0,0,0,0,0,3,0,0,46,89,20,8,0,0,0,0,4,0,35,64,130,270,26,8,0,0,0,9,21,453,0,0
5,167,63,40,0,0,0,0,6,46,29,0,0,339,21,4,0,0,0,49,19,14,4,0,11,24,38,95,0,0,0,0,0,0,0,0,0,828,191,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,26,0,0,0,0,0,0,0,0,0,250,21,11,0,0,0,0,0,0,0,0,115,199,171,312,0,0,0,0,0,0,0,0,0,1627,3292,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,161,93,0,0,0,0,0,0,0,0,0,74,20,10,0,0,0,0,0,0,0,0,0,248,25,15,0,0,0,5,20,470,0,0
4,115,76,86,46,0,0,0,0,33,0,0,0,312,26,5,0,0,0,26,11,5,0,0,12,23,28,61,0,0,0,12,45,92,164,244,328,712,184,317,257,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,2,2,0,0,270,19,8,0,0,0,0,0,0,0,0,0,97,142,396,0,0,0,0,0,0,0,1734,2684,3232,2442,74,50,24,0,1,0,4,0,0,3,4,0,0,0,0,0,437,122,53,0,0,0,0,3,3,0,0,0,57,16,9,0,0,0,0,0,0,40,81,111,231,16,6,0,0,0,10,23,490,0,0
0,66,48,54,77,54,41,26,6,24,0,0,0,291,28,15,0,0,0,15,4,0,0,8,21,20,23,41,0,0,0,17,42,83,123,133,147,281,68,101,182,311,290,273,252,226,209,192,172,145,129,98,81,61,42,29,21,12,0,0,0,3,0,2,0,0,0,25,22,36,48,70,131,288,16,7,0,0,0,0,10,15,0,0,10,106,277,904,1217,1544,1795,1977,2128,2603,3058,3385,1870,1061,780,27,28,36,22,10,1,13,11,11,18,20,10,10,6,125,234,491,74,25,0,0,0,16,19,15,5,0,6,39,12,4,0,0,0,12,35,57,74,57,43,98,21,8,0,0,3,11,28,517,0,0
0,28,27,28,28,18,13,9,4,18,0,0,0,270,19,10,0,0,0,3,0,6,0,0,7,9,14,20,0,0,0,35,55,124,143,138,131,155,23,30,22,25,20,22,23,18,19,21,22,19,24,21,19,14,10,3,0,0,0,0,0,16,5,0,0,0,0,59,48,62,90,123,152,178,23,14,0,0,0,5,13,27,0,0,8,70,169,463,607,650,493,365,271,916,867,615,398,263,234,21,14,6,4,0,3,13,16,15,26,31,27,26,23,288,271,289,51,28,3,0,0,37,16,15,7,3,0,14,5,0,0,0,2,13,22,24,22,30,27,53,21,10,0,0,6,16,32,544,0,0
